"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"B3",23.5,"A","MnP",0.109,"ABTS"
"B4",23.5,"B","MnP",0.1171,"ABTS"
"B5",23.5,"A_H2O2","HoP",3.635,"ABTS"
"B6",23.5,"B_H2O2","HoP",3.6472,"ABTS"
"B7",23.5,"A","HoP",0.1166,"ABTS"
"B8",23.5,"B","HoP",0.1283,"ABTS"
"C1",23.5,"A_H2O2","MnP",0.2595,"ABTS"
"C2",23.5,"B_H2O2","MnP",0.2126,"ABTS"
"C3",23.5,"A","MnP",0.1096,"ABTS"
"C4",23.5,"B","MnP",0.1171,"ABTS"
"C5",23.5,"A_H2O2","HoP",3.6039,"ABTS"
"C6",23.5,"B_H2O2","HoP",3.6556,"ABTS"
"C7",23.5,"A","HoP",0.1172,"ABTS"
"C8",23.5,"B","HoP",0.1285,"ABTS"
"D1",23.5,"A_H2O2","MnP",0.1762,"ABTS"
"D2",23.5,"B_H2O2","MnP",0.2121,"ABTS"
"D3",23.5,"A","MnP",0.109,"ABTS"
"D4",23.5,"B","MnP",0.1153,"ABTS"
"D5",23.5,"A_H2O2","HoP",3.6164,"ABTS"
"D6",23.5,"B_H2O2","HoP",3.6573,"ABTS"
"D7",23.5,"A","HoP",0.1171,"ABTS"
"D8",23.5,"B","HoP",0.1282,"ABTS"
"A1",24,"A_H2O2","MnP",0.1999,"ABTS"
"A2",24,"B_H2O2","MnP",0.2042,"ABTS"
"A3",24,"A","MnP",0.11,"ABTS"
"A4",24,"B","MnP",0.1173,"ABTS"
"A5",24,"A_H2O2","HoP",3.4809,"ABTS"
"A6",24,"B_H2O2","HoP",3.6166,"ABTS"
"A7",24,"A","HoP",0.1177,"ABTS"
"A8",24,"B","HoP",0.1284,"ABTS"
"B1",24,"A_H2O2","MnP",0.1947,"ABTS"
"B2",24,"B_H2O2","MnP",0.2103,"ABTS"
"B3",24,"A","MnP",0.1092,"ABTS"
"B4",24,"B","MnP",0.1174,"ABTS"
"B5",24,"A_H2O2","HoP",3.6335,"ABTS"
"B6",24,"B_H2O2","HoP",3.6161,"ABTS"
"B7",24,"A","HoP",0.1163,"ABTS"
"B8",24,"B","HoP",0.1286,"ABTS"
"C1",24,"A_H2O2","MnP",0.2609,"ABTS"
"C2",24,"B_H2O2","MnP",0.2148,"ABTS"
"C3",24,"A","MnP",0.1096,"ABTS"
"C4",24,"B","MnP",0.1171,"ABTS"
"C5",24,"A_H2O2","HoP",3.6018,"ABTS"
"C6",24,"B_H2O2","HoP",3.6515,"ABTS"
"C7",24,"A","HoP",0.1174,"ABTS"
"C8",24,"B","HoP",0.1286,"ABTS"
"D1",24,"A_H2O2","MnP",0.1795,"ABTS"
"D2",24,"B_H2O2","MnP",0.2138,"ABTS"
"D3",24,"A","MnP",0.1089,"ABTS"
"D4",24,"B","MnP",0.1156,"ABTS"
"D5",24,"A_H2O2","HoP",3.6069,"ABTS"
"D6",24,"B_H2O2","HoP",3.6454,"ABTS"
"D7",24,"A","HoP",0.117,"ABTS"
"D8",24,"B","HoP",0.1282,"ABTS"
"A1",24.5,"A_H2O2","MnP",0.2031,"ABTS"
"A2",24.5,"B_H2O2","MnP",0.2061,"ABTS"
"A3",24.5,"A","MnP",0.1101,"ABTS"
"A4",24.5,"B","MnP",0.1174,"ABTS"
"A5",24.5,"A_H2O2","HoP",3.489,"ABTS"
"A6",24.5,"B_H2O2","HoP",3.6164,"ABTS"
"A7",24.5,"A","HoP",0.1178,"ABTS"
"A8",24.5,"B","HoP",0.1285,"ABTS"
"B1",24.5,"A_H2O2","MnP",0.1979,"ABTS"
"B2",24.5,"B_H2O2","MnP",0.2121,"ABTS"
"B3",24.5,"A","MnP",0.1091,"ABTS"
"B4",24.5,"B","MnP",0.1175,"ABTS"
"B5",24.5,"A_H2O2","HoP",3.6425,"ABTS"
"B6",24.5,"B_H2O2","HoP",3.6342,"ABTS"
"B7",24.5,"A","HoP",0.1165,"ABTS"
"B8",24.5,"B","HoP",0.1291,"ABTS"
"C1",24.5,"A_H2O2","MnP",0.2622,"ABTS"
"C2",24.5,"B_H2O2","MnP",0.2164,"ABTS"
"C3",24.5,"A","MnP",0.1098,"ABTS"
"C4",24.5,"B","MnP",0.1172,"ABTS"
"C5",24.5,"A_H2O2","HoP",3.6034,"ABTS"
"C6",24.5,"B_H2O2","HoP",3.6467,"ABTS"
"C7",24.5,"A","HoP",0.1176,"ABTS"
"C8",24.5,"B","HoP",0.1287,"ABTS"
"D1",24.5,"A_H2O2","MnP",0.1828,"ABTS"
"D2",24.5,"B_H2O2","MnP",0.2158,"ABTS"
"D3",24.5,"A","MnP",0.1092,"ABTS"
"D4",24.5,"B","MnP",0.1158,"ABTS"
"D5",24.5,"A_H2O2","HoP",3.6158,"ABTS"
"D6",24.5,"B_H2O2","HoP",3.6605,"ABTS"
"D7",24.5,"A","HoP",0.1172,"ABTS"
"D8",24.5,"B","HoP",0.1282,"ABTS"
"A1",25,"A_H2O2","MnP",0.2064,"ABTS"
"A2",25,"B_H2O2","MnP",0.2078,"ABTS"
"A3",25,"A","MnP",0.1102,"ABTS"
"A4",25,"B","MnP",0.1175,"ABTS"
"A5",25,"A_H2O2","HoP",3.5228,"ABTS"
"A6",25,"B_H2O2","HoP",3.6174,"ABTS"
"A7",25,"A","HoP",0.118,"ABTS"
"A8",25,"B","HoP",0.129,"ABTS"
"B1",25,"A_H2O2","MnP",0.2005,"ABTS"
"B2",25,"B_H2O2","MnP",0.214,"ABTS"
"B3",25,"A","MnP",0.1096,"ABTS"
"B4",25,"B","MnP",0.1176,"ABTS"
"B5",25,"A_H2O2","HoP",3.6318,"ABTS"
"B6",25,"B_H2O2","HoP",3.6279,"ABTS"
"B7",25,"A","HoP",0.117,"ABTS"
"B8",25,"B","HoP",0.1287,"ABTS"
"C1",25,"A_H2O2","MnP",0.2636,"ABTS"
"C2",25,"B_H2O2","MnP",0.2185,"ABTS"
"C3",25,"A","MnP",0.1098,"ABTS"
"C4",25,"B","MnP",0.1175,"ABTS"
"C5",25,"A_H2O2","HoP",3.5846,"ABTS"
"C6",25,"B_H2O2","HoP",3.6486,"ABTS"
"C7",25,"A","HoP",0.1176,"ABTS"
"C8",25,"B","HoP",0.1287,"ABTS"
"D1",25,"A_H2O2","MnP",0.1861,"ABTS"
"D2",25,"B_H2O2","MnP",0.2179,"ABTS"
"D3",25,"A","MnP",0.1091,"ABTS"
"D4",25,"B","MnP",0.1158,"ABTS"
"D5",25,"A_H2O2","HoP",3.6181,"ABTS"
"D6",25,"B_H2O2","HoP",3.6483,"ABTS"
"D7",25,"A","HoP",0.1172,"ABTS"
"D8",25,"B","HoP",0.1284,"ABTS"
"A1",25.5,"A_H2O2","MnP",0.2094,"ABTS"
"A2",25.5,"B_H2O2","MnP",0.21,"ABTS"
"A3",25.5,"A","MnP",0.1103,"ABTS"
"A4",25.5,"B","MnP",0.1177,"ABTS"
"A5",25.5,"A_H2O2","HoP",3.5047,"ABTS"
"A6",25.5,"B_H2O2","HoP",3.6178,"ABTS"
"A7",25.5,"A","HoP",0.1181,"ABTS"
"A8",25.5,"B","HoP",0.1289,"ABTS"
"B1",25.5,"A_H2O2","MnP",0.2036,"ABTS"
"B2",25.5,"B_H2O2","MnP",0.216,"ABTS"
"B3",25.5,"A","MnP",0.1093,"ABTS"
"B4",25.5,"B","MnP",0.1179,"ABTS"
"B5",25.5,"A_H2O2","HoP",3.6478,"ABTS"
"B6",25.5,"B_H2O2","HoP",3.6332,"ABTS"
"B7",25.5,"A","HoP",0.1171,"ABTS"
"B8",25.5,"B","HoP",0.1286,"ABTS"
"C1",25.5,"A_H2O2","MnP",0.2647,"ABTS"
"C2",25.5,"B_H2O2","MnP",0.2204,"ABTS"
"C3",25.5,"A","MnP",0.1099,"ABTS"
"C4",25.5,"B","MnP",0.1176,"ABTS"
"C5",25.5,"A_H2O2","HoP",3.5994,"ABTS"
"C6",25.5,"B_H2O2","HoP",3.6584,"ABTS"
"C7",25.5,"A","HoP",0.1178,"ABTS"
"C8",25.5,"B","HoP",0.1286,"ABTS"
"D1",25.5,"A_H2O2","MnP",0.1891,"ABTS"
"D2",25.5,"B_H2O2","MnP",0.2198,"ABTS"
"D3",25.5,"A","MnP",0.1094,"ABTS"
"D4",25.5,"B","MnP",0.116,"ABTS"
"D5",25.5,"A_H2O2","HoP",3.6296,"ABTS"
"D6",25.5,"B_H2O2","HoP",3.6517,"ABTS"
"D7",25.5,"A","HoP",0.1175,"ABTS"
"D8",25.5,"B","HoP",0.1285,"ABTS"
"A1",26,"A_H2O2","MnP",0.2119,"ABTS"
"A2",26,"B_H2O2","MnP",0.2118,"ABTS"
"A3",26,"A","MnP",0.1103,"ABTS"
"A4",26,"B","MnP",0.1177,"ABTS"
"A5",26,"A_H2O2","HoP",3.5319,"ABTS"
"A6",26,"B_H2O2","HoP",3.6205,"ABTS"
"A7",26,"A","HoP",0.1187,"ABTS"
"A8",26,"B","HoP",0.129,"ABTS"
"B1",26,"A_H2O2","MnP",0.2059,"ABTS"
"B2",26,"B_H2O2","MnP",0.2182,"ABTS"
"B3",26,"A","MnP",0.1095,"ABTS"
"B4",26,"B","MnP",0.1179,"ABTS"
"B5",26,"A_H2O2","HoP",3.6363,"ABTS"
"B6",26,"B_H2O2","HoP",3.6371,"ABTS"
"B7",26,"A","HoP",0.117,"ABTS"
"B8",26,"B","HoP",0.1291,"ABTS"
"C1",26,"A_H2O2","MnP",0.2654,"ABTS"
"C2",26,"B_H2O2","MnP",0.2224,"ABTS"
"C3",26,"A","MnP",0.1098,"ABTS"
"C4",26,"B","MnP",0.1176,"ABTS"
"C5",26,"A_H2O2","HoP",3.6205,"ABTS"
"C6",26,"B_H2O2","HoP",3.6541,"ABTS"
"C7",26,"A","HoP",0.1177,"ABTS"
"C8",26,"B","HoP",0.1288,"ABTS"
"D1",26,"A_H2O2","MnP",0.192,"ABTS"
"D2",26,"B_H2O2","MnP",0.2214,"ABTS"
"D3",26,"A","MnP",0.1092,"ABTS"
"D4",26,"B","MnP",0.116,"ABTS"
"D5",26,"A_H2O2","HoP",3.6227,"ABTS"
"D6",26,"B_H2O2","HoP",3.6556,"ABTS"
"D7",26,"A","HoP",0.1174,"ABTS"
"D8",26,"B","HoP",0.1285,"ABTS"
"A1",26.5,"A_H2O2","MnP",0.2146,"ABTS"
"A2",26.5,"B_H2O2","MnP",0.2137,"ABTS"
"A3",26.5,"A","MnP",0.1105,"ABTS"
"A4",26.5,"B","MnP",0.1178,"ABTS"
"A5",26.5,"A_H2O2","HoP",3.5288,"ABTS"
"A6",26.5,"B_H2O2","HoP",3.619,"ABTS"
"A7",26.5,"A","HoP",0.1182,"ABTS"
"A8",26.5,"B","HoP",0.1288,"ABTS"
"B1",26.5,"A_H2O2","MnP",0.2084,"ABTS"
"B2",26.5,"B_H2O2","MnP",0.2199,"ABTS"
"B3",26.5,"A","MnP",0.1094,"ABTS"
"B4",26.5,"B","MnP",0.1181,"ABTS"
"B5",26.5,"A_H2O2","HoP",3.6405,"ABTS"
"B6",26.5,"B_H2O2","HoP",3.6361,"ABTS"
"B7",26.5,"A","HoP",0.1169,"ABTS"
"B8",26.5,"B","HoP",0.129,"ABTS"
"C1",26.5,"A_H2O2","MnP",0.2664,"ABTS"
"C2",26.5,"B_H2O2","MnP",0.2243,"ABTS"
"C3",26.5,"A","MnP",0.1099,"ABTS"
"C4",26.5,"B","MnP",0.1178,"ABTS"
"C5",26.5,"A_H2O2","HoP",3.6145,"ABTS"
"C6",26.5,"B_H2O2","HoP",3.6679,"ABTS"
"C7",26.5,"A","HoP",0.1179,"ABTS"
"C8",26.5,"B","HoP",0.129,"ABTS"
"D1",26.5,"A_H2O2","MnP",0.1947,"ABTS"
"D2",26.5,"B_H2O2","MnP",0.2235,"ABTS"
"D3",26.5,"A","MnP",0.1093,"ABTS"
"D4",26.5,"B","MnP",0.1163,"ABTS"
"D5",26.5,"A_H2O2","HoP",3.6414,"ABTS"
"D6",26.5,"B_H2O2","HoP",3.6658,"ABTS"
"D7",26.5,"A","HoP",0.1178,"ABTS"
"D8",26.5,"B","HoP",0.1287,"ABTS"
"A1",27,"A_H2O2","MnP",0.2168,"ABTS"
"A2",27,"B_H2O2","MnP",0.2153,"ABTS"
"A3",27,"A","MnP",0.1103,"ABTS"
"A4",27,"B","MnP",0.118,"ABTS"
"A5",27,"A_H2O2","HoP",3.5347,"ABTS"
"A6",27,"B_H2O2","HoP",3.6122,"ABTS"
"A7",27,"A","HoP",0.1182,"ABTS"
"A8",27,"B","HoP",0.1289,"ABTS"
"B1",27,"A_H2O2","MnP",0.2108,"ABTS"
"B2",27,"B_H2O2","MnP",0.2216,"ABTS"
"B3",27,"A","MnP",0.1096,"ABTS"
"B4",27,"B","MnP",0.1181,"ABTS"
"B5",27,"A_H2O2","HoP",3.6576,"ABTS"
"B6",27,"B_H2O2","HoP",3.65,"ABTS"
"B7",27,"A","HoP",0.1169,"ABTS"
"B8",27,"B","HoP",0.1288,"ABTS"
"C1",27,"A_H2O2","MnP",0.267,"ABTS"
"C2",27,"B_H2O2","MnP",0.2257,"ABTS"
"C3",27,"A","MnP",0.1099,"ABTS"
"C4",27,"B","MnP",0.1178,"ABTS"
"C5",27,"A_H2O2","HoP",3.6396,"ABTS"
"C6",27,"B_H2O2","HoP",3.666,"ABTS"
"C7",27,"A","HoP",0.1179,"ABTS"
"C8",27,"B","HoP",0.129,"ABTS"
"D1",27,"A_H2O2","MnP",0.1973,"ABTS"
"D2",27,"B_H2O2","MnP",0.2249,"ABTS"
"D3",27,"A","MnP",0.1098,"ABTS"
"D4",27,"B","MnP",0.1163,"ABTS"
"D5",27,"A_H2O2","HoP",3.6527,"ABTS"
"D6",27,"B_H2O2","HoP",3.6606,"ABTS"
"D7",27,"A","HoP",0.1177,"ABTS"
"D8",27,"B","HoP",0.1284,"ABTS"
"A1",27.5,"A_H2O2","MnP",0.2192,"ABTS"
"A2",27.5,"B_H2O2","MnP",0.2172,"ABTS"
"A3",27.5,"A","MnP",0.1105,"ABTS"
"A4",27.5,"B","MnP",0.1185,"ABTS"
"A5",27.5,"A_H2O2","HoP",3.5438,"ABTS"
"A6",27.5,"B_H2O2","HoP",3.6213,"ABTS"
"A7",27.5,"A","HoP",0.1187,"ABTS"
"A8",27.5,"B","HoP",0.1294,"ABTS"
"B1",27.5,"A_H2O2","MnP",0.2131,"ABTS"
"B2",27.5,"B_H2O2","MnP",0.2238,"ABTS"
"B3",27.5,"A","MnP",0.1096,"ABTS"
"B4",27.5,"B","MnP",0.1183,"ABTS"
"B5",27.5,"A_H2O2","HoP",3.6519,"ABTS"
"B6",27.5,"B_H2O2","HoP",3.6254,"ABTS"
"B7",27.5,"A","HoP",0.1173,"ABTS"
"B8",27.5,"B","HoP",0.129,"ABTS"
"C1",27.5,"A_H2O2","MnP",0.2677,"ABTS"
"C2",27.5,"B_H2O2","MnP",0.2279,"ABTS"
"C3",27.5,"A","MnP",0.1102,"ABTS"
"C4",27.5,"B","MnP",0.118,"ABTS"
"C5",27.5,"A_H2O2","HoP",3.6159,"ABTS"
"C6",27.5,"B_H2O2","HoP",3.6427,"ABTS"
"C7",27.5,"A","HoP",0.1181,"ABTS"
"C8",27.5,"B","HoP",0.1291,"ABTS"
"D1",27.5,"A_H2O2","MnP",0.1998,"ABTS"
"D2",27.5,"B_H2O2","MnP",0.2274,"ABTS"
"D3",27.5,"A","MnP",0.1095,"ABTS"
"D4",27.5,"B","MnP",0.1165,"ABTS"
"D5",27.5,"A_H2O2","HoP",3.6376,"ABTS"
"D6",27.5,"B_H2O2","HoP",3.6551,"ABTS"
"D7",27.5,"A","HoP",0.1178,"ABTS"
"D8",27.5,"B","HoP",0.1286,"ABTS"
"A1",28,"A_H2O2","MnP",0.2212,"ABTS"
"A2",28,"B_H2O2","MnP",0.2189,"ABTS"
"A3",28,"A","MnP",0.1106,"ABTS"
"A4",28,"B","MnP",0.118,"ABTS"
"A5",28,"A_H2O2","HoP",3.546,"ABTS"
"A6",28,"B_H2O2","HoP",3.6077,"ABTS"
"A7",28,"A","HoP",0.119,"ABTS"
"A8",28,"B","HoP",0.1293,"ABTS"
"B1",28,"A_H2O2","MnP",0.2148,"ABTS"
"B2",28,"B_H2O2","MnP",0.2254,"ABTS"
"B3",28,"A","MnP",0.1097,"ABTS"
"B4",28,"B","MnP",0.1183,"ABTS"
"B5",28,"A_H2O2","HoP",3.6281,"ABTS"
"B6",28,"B_H2O2","HoP",3.6426,"ABTS"
"B7",28,"A","HoP",0.1171,"ABTS"
"B8",28,"B","HoP",0.1289,"ABTS"
"C1",28,"A_H2O2","MnP",0.2684,"ABTS"
"C2",28,"B_H2O2","MnP",0.2295,"ABTS"
"C3",28,"A","MnP",0.1102,"ABTS"
"C4",28,"B","MnP",0.118,"ABTS"
"C5",28,"A_H2O2","HoP",3.6119,"ABTS"
"C6",28,"B_H2O2","HoP",3.64,"ABTS"
"C7",28,"A","HoP",0.1181,"ABTS"
"C8",28,"B","HoP",0.1291,"ABTS"
"D1",28,"A_H2O2","MnP",0.202,"ABTS"
"D2",28,"B_H2O2","MnP",0.2291,"ABTS"
"D3",28,"A","MnP",0.1095,"ABTS"
"D4",28,"B","MnP",0.1165,"ABTS"
"D5",28,"A_H2O2","HoP",3.6232,"ABTS"
"D6",28,"B_H2O2","HoP",3.6508,"ABTS"
"D7",28,"A","HoP",0.1178,"ABTS"
"D8",28,"B","HoP",0.1287,"ABTS"
"A1",28.5,"A_H2O2","MnP",0.2231,"ABTS"
"A2",28.5,"B_H2O2","MnP",0.2202,"ABTS"
"A3",28.5,"A","MnP",0.111,"ABTS"
"A4",28.5,"B","MnP",0.1181,"ABTS"
"A5",28.5,"A_H2O2","HoP",3.5578,"ABTS"
"A6",28.5,"B_H2O2","HoP",3.6331,"ABTS"
"A7",28.5,"A","HoP",0.1189,"ABTS"
"A8",28.5,"B","HoP",0.1296,"ABTS"
"B1",28.5,"A_H2O2","MnP",0.217,"ABTS"
"B2",28.5,"B_H2O2","MnP",0.2269,"ABTS"
"B3",28.5,"A","MnP",0.1097,"ABTS"
"B4",28.5,"B","MnP",0.1184,"ABTS"
"B5",28.5,"A_H2O2","HoP",3.6596,"ABTS"
"B6",28.5,"B_H2O2","HoP",3.6404,"ABTS"
"B7",28.5,"A","HoP",0.1174,"ABTS"
"B8",28.5,"B","HoP",0.129,"ABTS"
"C1",28.5,"A_H2O2","MnP",0.2688,"ABTS"
"C2",28.5,"B_H2O2","MnP",0.2313,"ABTS"
"C3",28.5,"A","MnP",0.1102,"ABTS"
"C4",28.5,"B","MnP",0.1181,"ABTS"
"C5",28.5,"A_H2O2","HoP",3.6115,"ABTS"
"C6",28.5,"B_H2O2","HoP",3.654,"ABTS"
"C7",28.5,"A","HoP",0.1181,"ABTS"
"C8",28.5,"B","HoP",0.1291,"ABTS"
"D1",28.5,"A_H2O2","MnP",0.2043,"ABTS"
"D2",28.5,"B_H2O2","MnP",0.2309,"ABTS"
"D3",28.5,"A","MnP",0.1096,"ABTS"
"D4",28.5,"B","MnP",0.1166,"ABTS"
"D5",28.5,"A_H2O2","HoP",3.6479,"ABTS"
"D6",28.5,"B_H2O2","HoP",3.6751,"ABTS"
"D7",28.5,"A","HoP",0.1179,"ABTS"
"D8",28.5,"B","HoP",0.1289,"ABTS"
"A1",29,"A_H2O2","MnP",0.2252,"ABTS"
"A2",29,"B_H2O2","MnP",0.2223,"ABTS"
"A3",29,"A","MnP",0.1107,"ABTS"
"A4",29,"B","MnP",0.1184,"ABTS"
"A5",29,"A_H2O2","HoP",3.5569,"ABTS"
"A6",29,"B_H2O2","HoP",3.6432,"ABTS"
"A7",29,"A","HoP",0.1197,"ABTS"
"A8",29,"B","HoP",0.1305,"ABTS"
"B1",29,"A_H2O2","MnP",0.2185,"ABTS"
"B2",29,"B_H2O2","MnP",0.229,"ABTS"
"B3",29,"A","MnP",0.1099,"ABTS"
"B4",29,"B","MnP",0.1186,"ABTS"
"B5",29,"A_H2O2","HoP",3.6558,"ABTS"
"B6",29,"B_H2O2","HoP",3.6656,"ABTS"
"B7",29,"A","HoP",0.1175,"ABTS"
"B8",29,"B","HoP",0.1293,"ABTS"
"C1",29,"A_H2O2","MnP",0.2696,"ABTS"
"C2",29,"B_H2O2","MnP",0.2331,"ABTS"
"C3",29,"A","MnP",0.1103,"ABTS"
"C4",29,"B","MnP",0.1182,"ABTS"
"C5",29,"A_H2O2","HoP",3.6296,"ABTS"
"C6",29,"B_H2O2","HoP",3.6658,"ABTS"
"C7",29,"A","HoP",0.1184,"ABTS"
"C8",29,"B","HoP",0.1292,"ABTS"
"D1",29,"A_H2O2","MnP",0.2066,"ABTS"
"D2",29,"B_H2O2","MnP",0.2327,"ABTS"
"D3",29,"A","MnP",0.1099,"ABTS"
"D4",29,"B","MnP",0.1169,"ABTS"
"D5",29,"A_H2O2","HoP",3.6615,"ABTS"
"D6",29,"B_H2O2","HoP",3.6749,"ABTS"
"D7",29,"A","HoP",0.118,"ABTS"
"D8",29,"B","HoP",0.129,"ABTS"
"A1",29.5,"A_H2O2","MnP",0.2268,"ABTS"
"A2",29.5,"B_H2O2","MnP",0.2241,"ABTS"
"A3",29.5,"A","MnP",0.1107,"ABTS"
"A4",29.5,"B","MnP",0.1183,"ABTS"
"A5",29.5,"A_H2O2","HoP",3.5503,"ABTS"
"A6",29.5,"B_H2O2","HoP",3.6255,"ABTS"
"A7",29.5,"A","HoP",0.119,"ABTS"
"A8",29.5,"B","HoP",0.13,"ABTS"
"B1",29.5,"A_H2O2","MnP",0.2201,"ABTS"
"B2",29.5,"B_H2O2","MnP",0.2309,"ABTS"
"B3",29.5,"A","MnP",0.1099,"ABTS"
"B4",29.5,"B","MnP",0.1185,"ABTS"
"B5",29.5,"A_H2O2","HoP",3.6581,"ABTS"
"B6",29.5,"B_H2O2","HoP",3.6391,"ABTS"
"B7",29.5,"A","HoP",0.1175,"ABTS"
"B8",29.5,"B","HoP",0.1291,"ABTS"
"C1",29.5,"A_H2O2","MnP",0.2699,"ABTS"
"C2",29.5,"B_H2O2","MnP",0.2347,"ABTS"
"C3",29.5,"A","MnP",0.1103,"ABTS"
"C4",29.5,"B","MnP",0.1184,"ABTS"
"C5",29.5,"A_H2O2","HoP",3.6241,"ABTS"
"C6",29.5,"B_H2O2","HoP",3.6557,"ABTS"
"C7",29.5,"A","HoP",0.1185,"ABTS"
"C8",29.5,"B","HoP",0.1292,"ABTS"
"D1",29.5,"A_H2O2","MnP",0.2083,"ABTS"
"D2",29.5,"B_H2O2","MnP",0.2341,"ABTS"
"D3",29.5,"A","MnP",0.1097,"ABTS"
"D4",29.5,"B","MnP",0.1168,"ABTS"
"D5",29.5,"A_H2O2","HoP",3.6375,"ABTS"
"D6",29.5,"B_H2O2","HoP",3.6557,"ABTS"
"D7",29.5,"A","HoP",0.1182,"ABTS"
"D8",29.5,"B","HoP",0.1287,"ABTS"
"E1",0,"A_H2O2","MnP",0.0493,"L-DOPA"
"E2",0,"B_H2O2","MnP",0.0451,"L-DOPA"
"E3",0,"A","MnP",0.0457,"L-DOPA"
"E4",0,"B","MnP",0.0456,"L-DOPA"
"E5",0,"A_H2O2","HoP",0.0451,"L-DOPA"
"E6",0,"B_H2O2","HoP",0.0456,"L-DOPA"
"E7",0,"A","HoP",0.0448,"L-DOPA"
"E8",0,"B","HoP",0.0448,"L-DOPA"
"F1",0,"A_H2O2","MnP",0.0512,"L-DOPA"
"F2",0,"B_H2O2","MnP",0.045,"L-DOPA"
"F3",0,"A","MnP",0.0462,"L-DOPA"
"F4",0,"B","MnP",0.0449,"L-DOPA"
"F5",0,"A_H2O2","HoP",0.0453,"L-DOPA"
"F6",0,"B_H2O2","HoP",0.0448,"L-DOPA"
"F7",0,"A","HoP",0.045,"L-DOPA"
"F8",0,"B","HoP",0.0467,"L-DOPA"
"G1",0,"A_H2O2","MnP",0.0487,"L-DOPA"
"G2",0,"B_H2O2","MnP",0.045,"L-DOPA"
"G3",0,"A","MnP",0.0457,"L-DOPA"
"G4",0,"B","MnP",0.0447,"L-DOPA"
"G5",0,"A_H2O2","HoP",0.0452,"L-DOPA"
"G6",0,"B_H2O2","HoP",0.0452,"L-DOPA"
"G7",0,"A","HoP",0.0454,"L-DOPA"
"G8",0,"B","HoP",0.0455,"L-DOPA"
"H1",0,"A_H2O2","MnP",0.0495,"L-DOPA"
"H2",0,"B_H2O2","MnP",0.0448,"L-DOPA"
"H3",0,"A","MnP",0.0479,"L-DOPA"
"H4",0,"B","MnP",0.0461,"L-DOPA"
"H5",0,"A_H2O2","HoP",0.0462,"L-DOPA"
"H6",0,"B_H2O2","HoP",0.0453,"L-DOPA"
"H7",0,"A","HoP",0.0468,"L-DOPA"
"H8",0,"B","HoP",0.0457,"L-DOPA"
"E1",0.5,"A_H2O2","MnP",0.0514,"L-DOPA"
"E2",0.5,"B_H2O2","MnP",0.045,"L-DOPA"
"E3",0.5,"A","MnP",0.0456,"L-DOPA"
"E4",0.5,"B","MnP",0.0455,"L-DOPA"
"E5",0.5,"A_H2O2","HoP",0.0451,"L-DOPA"
"E6",0.5,"B_H2O2","HoP",0.0456,"L-DOPA"
"E7",0.5,"A","HoP",0.0448,"L-DOPA"
"E8",0.5,"B","HoP",0.0447,"L-DOPA"
"F1",0.5,"A_H2O2","MnP",0.0535,"L-DOPA"
"F2",0.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"F3",0.5,"A","MnP",0.0464,"L-DOPA"
"F4",0.5,"B","MnP",0.0449,"L-DOPA"
"F5",0.5,"A_H2O2","HoP",0.0452,"L-DOPA"
"F6",0.5,"B_H2O2","HoP",0.0448,"L-DOPA"
"F7",0.5,"A","HoP",0.0451,"L-DOPA"
"F8",0.5,"B","HoP",0.0462,"L-DOPA"
"G1",0.5,"A_H2O2","MnP",0.0508,"L-DOPA"
"G2",0.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",0.5,"A","MnP",0.0456,"L-DOPA"
"G4",0.5,"B","MnP",0.0444,"L-DOPA"
"G5",0.5,"A_H2O2","HoP",0.0453,"L-DOPA"
"G6",0.5,"B_H2O2","HoP",0.0453,"L-DOPA"
"G7",0.5,"A","HoP",0.0453,"L-DOPA"
"G8",0.5,"B","HoP",0.0456,"L-DOPA"
"H1",0.5,"A_H2O2","MnP",0.0516,"L-DOPA"
"H2",0.5,"B_H2O2","MnP",0.0448,"L-DOPA"
"H3",0.5,"A","MnP",0.0479,"L-DOPA"
"H4",0.5,"B","MnP",0.0461,"L-DOPA"
"H5",0.5,"A_H2O2","HoP",0.0461,"L-DOPA"
"H6",0.5,"B_H2O2","HoP",0.0453,"L-DOPA"
"H7",0.5,"A","HoP",0.0465,"L-DOPA"
"H8",0.5,"B","HoP",0.0454,"L-DOPA"
"E1",1,"A_H2O2","MnP",0.0542,"L-DOPA"
"E2",1,"B_H2O2","MnP",0.0451,"L-DOPA"
"E3",1,"A","MnP",0.0458,"L-DOPA"
"E4",1,"B","MnP",0.0456,"L-DOPA"
"E5",1,"A_H2O2","HoP",0.0452,"L-DOPA"
"E6",1,"B_H2O2","HoP",0.0457,"L-DOPA"
"E7",1,"A","HoP",0.0449,"L-DOPA"
"E8",1,"B","HoP",0.0448,"L-DOPA"
"F1",1,"A_H2O2","MnP",0.0557,"L-DOPA"
"F2",1,"B_H2O2","MnP",0.0451,"L-DOPA"
"F3",1,"A","MnP",0.0463,"L-DOPA"
"F4",1,"B","MnP",0.0448,"L-DOPA"
"F5",1,"A_H2O2","HoP",0.0455,"L-DOPA"
"F6",1,"B_H2O2","HoP",0.045,"L-DOPA"
"F7",1,"A","HoP",0.045,"L-DOPA"
"F8",1,"B","HoP",0.0458,"L-DOPA"
