"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"G1",1,"A_H2O2","MnP",0.0531,"L-DOPA"
"G2",1,"B_H2O2","MnP",0.0451,"L-DOPA"
"G3",1,"A","MnP",0.0458,"L-DOPA"
"G4",1,"B","MnP",0.0445,"L-DOPA"
"G5",1,"A_H2O2","HoP",0.0454,"L-DOPA"
"G6",1,"B_H2O2","HoP",0.0452,"L-DOPA"
"G7",1,"A","HoP",0.0454,"L-DOPA"
"G8",1,"B","HoP",0.0457,"L-DOPA"
"H1",1,"A_H2O2","MnP",0.0541,"L-DOPA"
"H2",1,"B_H2O2","MnP",0.0449,"L-DOPA"
"H3",1,"A","MnP",0.0483,"L-DOPA"
"H4",1,"B","MnP",0.046,"L-DOPA"
"H5",1,"A_H2O2","HoP",0.0464,"L-DOPA"
"H6",1,"B_H2O2","HoP",0.0453,"L-DOPA"
"H7",1,"A","HoP",0.0467,"L-DOPA"
"H8",1,"B","HoP",0.0457,"L-DOPA"
"E1",1.5,"A_H2O2","MnP",0.0569,"L-DOPA"
"E2",1.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"E3",1.5,"A","MnP",0.0459,"L-DOPA"
"E4",1.5,"B","MnP",0.0459,"L-DOPA"
"E5",1.5,"A_H2O2","HoP",0.0455,"L-DOPA"
"E6",1.5,"B_H2O2","HoP",0.0459,"L-DOPA"
"E7",1.5,"A","HoP",0.045,"L-DOPA"
"E8",1.5,"B","HoP",0.0449,"L-DOPA"
"F1",1.5,"A_H2O2","MnP",0.0585,"L-DOPA"
"F2",1.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"F3",1.5,"A","MnP",0.0464,"L-DOPA"
"F4",1.5,"B","MnP",0.045,"L-DOPA"
"F5",1.5,"A_H2O2","HoP",0.0454,"L-DOPA"
"F6",1.5,"B_H2O2","HoP",0.045,"L-DOPA"
"F7",1.5,"A","HoP",0.0451,"L-DOPA"
"F8",1.5,"B","HoP",0.0456,"L-DOPA"
"G1",1.5,"A_H2O2","MnP",0.0558,"L-DOPA"
"G2",1.5,"B_H2O2","MnP",0.0448,"L-DOPA"
"G3",1.5,"A","MnP",0.046,"L-DOPA"
"G4",1.5,"B","MnP",0.0446,"L-DOPA"
"G5",1.5,"A_H2O2","HoP",0.0454,"L-DOPA"
"G6",1.5,"B_H2O2","HoP",0.0453,"L-DOPA"
"G7",1.5,"A","HoP",0.0455,"L-DOPA"
"G8",1.5,"B","HoP",0.0456,"L-DOPA"
"H1",1.5,"A_H2O2","MnP",0.0571,"L-DOPA"
"H2",1.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"H3",1.5,"A","MnP",0.0483,"L-DOPA"
"H4",1.5,"B","MnP",0.0461,"L-DOPA"
"H5",1.5,"A_H2O2","HoP",0.0464,"L-DOPA"
"H6",1.5,"B_H2O2","HoP",0.0453,"L-DOPA"
"H7",1.5,"A","HoP",0.0468,"L-DOPA"
"H8",1.5,"B","HoP",0.0456,"L-DOPA"
"E1",2,"A_H2O2","MnP",0.0599,"L-DOPA"
"E2",2,"B_H2O2","MnP",0.0452,"L-DOPA"
"E3",2,"A","MnP",0.0461,"L-DOPA"
"E4",2,"B","MnP",0.0459,"L-DOPA"
"E5",2,"A_H2O2","HoP",0.0455,"L-DOPA"
"E6",2,"B_H2O2","HoP",0.0458,"L-DOPA"
"E7",2,"A","HoP",0.0449,"L-DOPA"
"E8",2,"B","HoP",0.0448,"L-DOPA"
"F1",2,"A_H2O2","MnP",0.0607,"L-DOPA"
"F2",2,"B_H2O2","MnP",0.0451,"L-DOPA"
"F3",2,"A","MnP",0.0465,"L-DOPA"
"F4",2,"B","MnP",0.0449,"L-DOPA"
"F5",2,"A_H2O2","HoP",0.0456,"L-DOPA"
"F6",2,"B_H2O2","HoP",0.0451,"L-DOPA"
"F7",2,"A","HoP",0.0452,"L-DOPA"
"F8",2,"B","HoP",0.0454,"L-DOPA"
"G1",2,"A_H2O2","MnP",0.0587,"L-DOPA"
"G2",2,"B_H2O2","MnP",0.0448,"L-DOPA"
"G3",2,"A","MnP",0.0461,"L-DOPA"
"G4",2,"B","MnP",0.0447,"L-DOPA"
"G5",2,"A_H2O2","HoP",0.0455,"L-DOPA"
"G6",2,"B_H2O2","HoP",0.0453,"L-DOPA"
"G7",2,"A","HoP",0.0456,"L-DOPA"
"G8",2,"B","HoP",0.0456,"L-DOPA"
"H1",2,"A_H2O2","MnP",0.06,"L-DOPA"
"H2",2,"B_H2O2","MnP",0.0451,"L-DOPA"
"H3",2,"A","MnP",0.0484,"L-DOPA"
"H4",2,"B","MnP",0.0461,"L-DOPA"
"H5",2,"A_H2O2","HoP",0.0464,"L-DOPA"
"H6",2,"B_H2O2","HoP",0.0455,"L-DOPA"
"H7",2,"A","HoP",0.0468,"L-DOPA"
"H8",2,"B","HoP",0.0456,"L-DOPA"
"E1",2.5,"A_H2O2","MnP",0.0632,"L-DOPA"
"E2",2.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"E3",2.5,"A","MnP",0.0461,"L-DOPA"
"E4",2.5,"B","MnP",0.0458,"L-DOPA"
"E5",2.5,"A_H2O2","HoP",0.0457,"L-DOPA"
"E6",2.5,"B_H2O2","HoP",0.046,"L-DOPA"
"E7",2.5,"A","HoP",0.0454,"L-DOPA"
"E8",2.5,"B","HoP",0.0451,"L-DOPA"
"F1",2.5,"A_H2O2","MnP",0.0628,"L-DOPA"
"F2",2.5,"B_H2O2","MnP",0.0452,"L-DOPA"
"F3",2.5,"A","MnP",0.0466,"L-DOPA"
"F4",2.5,"B","MnP",0.0448,"L-DOPA"
"F5",2.5,"A_H2O2","HoP",0.0456,"L-DOPA"
"F6",2.5,"B_H2O2","HoP",0.0451,"L-DOPA"
"F7",2.5,"A","HoP",0.0453,"L-DOPA"
"F8",2.5,"B","HoP",0.0456,"L-DOPA"
"G1",2.5,"A_H2O2","MnP",0.0617,"L-DOPA"
"G2",2.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",2.5,"A","MnP",0.0459,"L-DOPA"
"G4",2.5,"B","MnP",0.0445,"L-DOPA"
"G5",2.5,"A_H2O2","HoP",0.0455,"L-DOPA"
"G6",2.5,"B_H2O2","HoP",0.0453,"L-DOPA"
"G7",2.5,"A","HoP",0.0455,"L-DOPA"
"G8",2.5,"B","HoP",0.0457,"L-DOPA"
"H1",2.5,"A_H2O2","MnP",0.063,"L-DOPA"
"H2",2.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"H3",2.5,"A","MnP",0.0485,"L-DOPA"
"H4",2.5,"B","MnP",0.0463,"L-DOPA"
"H5",2.5,"A_H2O2","HoP",0.0465,"L-DOPA"
"H6",2.5,"B_H2O2","HoP",0.0455,"L-DOPA"
"H7",2.5,"A","HoP",0.0468,"L-DOPA"
"H8",2.5,"B","HoP",0.0457,"L-DOPA"
"E1",3,"A_H2O2","MnP",0.0657,"L-DOPA"
"E2",3,"B_H2O2","MnP",0.045,"L-DOPA"
"E3",3,"A","MnP",0.0461,"L-DOPA"
"E4",3,"B","MnP",0.046,"L-DOPA"
"E5",3,"A_H2O2","HoP",0.0454,"L-DOPA"
"E6",3,"B_H2O2","HoP",0.0457,"L-DOPA"
"E7",3,"A","HoP",0.0452,"L-DOPA"
"E8",3,"B","HoP",0.0451,"L-DOPA"
"F1",3,"A_H2O2","MnP",0.0651,"L-DOPA"
"F2",3,"B_H2O2","MnP",0.0452,"L-DOPA"
"F3",3,"A","MnP",0.0467,"L-DOPA"
"F4",3,"B","MnP",0.0448,"L-DOPA"
"F5",3,"A_H2O2","HoP",0.0456,"L-DOPA"
"F6",3,"B_H2O2","HoP",0.0451,"L-DOPA"
"F7",3,"A","HoP",0.0452,"L-DOPA"
"F8",3,"B","HoP",0.0456,"L-DOPA"
"G1",3,"A_H2O2","MnP",0.0647,"L-DOPA"
"G2",3,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",3,"A","MnP",0.0459,"L-DOPA"
"G4",3,"B","MnP",0.0444,"L-DOPA"
"G5",3,"A_H2O2","HoP",0.0456,"L-DOPA"
"G6",3,"B_H2O2","HoP",0.0451,"L-DOPA"
"G7",3,"A","HoP",0.0455,"L-DOPA"
"G8",3,"B","HoP",0.0455,"L-DOPA"
"H1",3,"A_H2O2","MnP",0.0654,"L-DOPA"
"H2",3,"B_H2O2","MnP",0.0449,"L-DOPA"
"H3",3,"A","MnP",0.0484,"L-DOPA"
"H4",3,"B","MnP",0.0463,"L-DOPA"
"H5",3,"A_H2O2","HoP",0.0466,"L-DOPA"
"H6",3,"B_H2O2","HoP",0.0454,"L-DOPA"
"H7",3,"A","HoP",0.0467,"L-DOPA"
"H8",3,"B","HoP",0.0457,"L-DOPA"
"E1",3.5,"A_H2O2","MnP",0.0686,"L-DOPA"
"E2",3.5,"B_H2O2","MnP",0.0452,"L-DOPA"
"E3",3.5,"A","MnP",0.0463,"L-DOPA"
"E4",3.5,"B","MnP",0.0459,"L-DOPA"
"E5",3.5,"A_H2O2","HoP",0.0456,"L-DOPA"
"E6",3.5,"B_H2O2","HoP",0.0458,"L-DOPA"
"E7",3.5,"A","HoP",0.0451,"L-DOPA"
"E8",3.5,"B","HoP",0.0448,"L-DOPA"
"F1",3.5,"A_H2O2","MnP",0.0671,"L-DOPA"
"F2",3.5,"B_H2O2","MnP",0.0458,"L-DOPA"
"F3",3.5,"A","MnP",0.0467,"L-DOPA"
"F4",3.5,"B","MnP",0.0449,"L-DOPA"
"F5",3.5,"A_H2O2","HoP",0.0457,"L-DOPA"
"F6",3.5,"B_H2O2","HoP",0.0452,"L-DOPA"
"F7",3.5,"A","HoP",0.0454,"L-DOPA"
"F8",3.5,"B","HoP",0.0455,"L-DOPA"
"G1",3.5,"A_H2O2","MnP",0.0665,"L-DOPA"
"G2",3.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",3.5,"A","MnP",0.046,"L-DOPA"
"G4",3.5,"B","MnP",0.0448,"L-DOPA"
"G5",3.5,"A_H2O2","HoP",0.0457,"L-DOPA"
"G6",3.5,"B_H2O2","HoP",0.0454,"L-DOPA"
"G7",3.5,"A","HoP",0.0455,"L-DOPA"
"G8",3.5,"B","HoP",0.0455,"L-DOPA"
"H1",3.5,"A_H2O2","MnP",0.0681,"L-DOPA"
"H2",3.5,"B_H2O2","MnP",0.045,"L-DOPA"
"H3",3.5,"A","MnP",0.0485,"L-DOPA"
"H4",3.5,"B","MnP",0.0463,"L-DOPA"
"H5",3.5,"A_H2O2","HoP",0.0467,"L-DOPA"
"H6",3.5,"B_H2O2","HoP",0.0455,"L-DOPA"
"H7",3.5,"A","HoP",0.0468,"L-DOPA"
"H8",3.5,"B","HoP",0.0457,"L-DOPA"
"E1",4,"A_H2O2","MnP",0.0708,"L-DOPA"
"E2",4,"B_H2O2","MnP",0.0453,"L-DOPA"
"E3",4,"A","MnP",0.0462,"L-DOPA"
"E4",4,"B","MnP",0.046,"L-DOPA"
"E5",4,"A_H2O2","HoP",0.0458,"L-DOPA"
"E6",4,"B_H2O2","HoP",0.0459,"L-DOPA"
"E7",4,"A","HoP",0.0451,"L-DOPA"
"E8",4,"B","HoP",0.045,"L-DOPA"
"F1",4,"A_H2O2","MnP",0.0684,"L-DOPA"
"F2",4,"B_H2O2","MnP",0.0462,"L-DOPA"
"F3",4,"A","MnP",0.0468,"L-DOPA"
"F4",4,"B","MnP",0.0447,"L-DOPA"
"F5",4,"A_H2O2","HoP",0.0458,"L-DOPA"
"F6",4,"B_H2O2","HoP",0.0453,"L-DOPA"
"F7",4,"A","HoP",0.0455,"L-DOPA"
"F8",4,"B","HoP",0.0457,"L-DOPA"
"G1",4,"A_H2O2","MnP",0.0681,"L-DOPA"
"G2",4,"B_H2O2","MnP",0.045,"L-DOPA"
"G3",4,"A","MnP",0.046,"L-DOPA"
"G4",4,"B","MnP",0.0447,"L-DOPA"
"G5",4,"A_H2O2","HoP",0.0457,"L-DOPA"
"G6",4,"B_H2O2","HoP",0.0453,"L-DOPA"
"G7",4,"A","HoP",0.0454,"L-DOPA"
"G8",4,"B","HoP",0.0457,"L-DOPA"
"H1",4,"A_H2O2","MnP",0.0709,"L-DOPA"
"H2",4,"B_H2O2","MnP",0.0451,"L-DOPA"
"H3",4,"A","MnP",0.0486,"L-DOPA"
"H4",4,"B","MnP",0.0461,"L-DOPA"
"H5",4,"A_H2O2","HoP",0.0467,"L-DOPA"
"H6",4,"B_H2O2","HoP",0.0455,"L-DOPA"
"H7",4,"A","HoP",0.0468,"L-DOPA"
"H8",4,"B","HoP",0.0457,"L-DOPA"
"E1",4.5,"A_H2O2","MnP",0.0728,"L-DOPA"
"E2",4.5,"B_H2O2","MnP",0.0454,"L-DOPA"
"E3",4.5,"A","MnP",0.0463,"L-DOPA"
"E4",4.5,"B","MnP",0.0459,"L-DOPA"
"E5",4.5,"A_H2O2","HoP",0.0458,"L-DOPA"
"E6",4.5,"B_H2O2","HoP",0.0459,"L-DOPA"
"E7",4.5,"A","HoP",0.0451,"L-DOPA"
"E8",4.5,"B","HoP",0.0451,"L-DOPA"
"F1",4.5,"A_H2O2","MnP",0.0706,"L-DOPA"
"F2",4.5,"B_H2O2","MnP",0.0469,"L-DOPA"
"F3",4.5,"A","MnP",0.0467,"L-DOPA"
"F4",4.5,"B","MnP",0.0449,"L-DOPA"
"F5",4.5,"A_H2O2","HoP",0.0458,"L-DOPA"
"F6",4.5,"B_H2O2","HoP",0.0454,"L-DOPA"
"F7",4.5,"A","HoP",0.0454,"L-DOPA"
"F8",4.5,"B","HoP",0.0457,"L-DOPA"
"G1",4.5,"A_H2O2","MnP",0.0701,"L-DOPA"
"G2",4.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",4.5,"A","MnP",0.046,"L-DOPA"
"G4",4.5,"B","MnP",0.0447,"L-DOPA"
"G5",4.5,"A_H2O2","HoP",0.0457,"L-DOPA"
"G6",4.5,"B_H2O2","HoP",0.0452,"L-DOPA"
"G7",4.5,"A","HoP",0.0455,"L-DOPA"
"G8",4.5,"B","HoP",0.0458,"L-DOPA"
"H1",4.5,"A_H2O2","MnP",0.0723,"L-DOPA"
"H2",4.5,"B_H2O2","MnP",0.0451,"L-DOPA"
"H3",4.5,"A","MnP",0.0486,"L-DOPA"
"H4",4.5,"B","MnP",0.0462,"L-DOPA"
"H5",4.5,"A_H2O2","HoP",0.0468,"L-DOPA"
"H6",4.5,"B_H2O2","HoP",0.0457,"L-DOPA"
"H7",4.5,"A","HoP",0.0468,"L-DOPA"
"H8",4.5,"B","HoP",0.046,"L-DOPA"
"E1",5,"A_H2O2","MnP",0.0746,"L-DOPA"
"E2",5,"B_H2O2","MnP",0.0454,"L-DOPA"
"E3",5,"A","MnP",0.0466,"L-DOPA"
"E4",5,"B","MnP",0.0461,"L-DOPA"
"E5",5,"A_H2O2","HoP",0.0458,"L-DOPA"
"E6",5,"B_H2O2","HoP",0.0461,"L-DOPA"
"E7",5,"A","HoP",0.0451,"L-DOPA"
"E8",5,"B","HoP",0.0449,"L-DOPA"
"F1",5,"A_H2O2","MnP",0.0721,"L-DOPA"
"F2",5,"B_H2O2","MnP",0.0468,"L-DOPA"
"F3",5,"A","MnP",0.047,"L-DOPA"
"F4",5,"B","MnP",0.0449,"L-DOPA"
"F5",5,"A_H2O2","HoP",0.0459,"L-DOPA"
"F6",5,"B_H2O2","HoP",0.0454,"L-DOPA"
"F7",5,"A","HoP",0.0454,"L-DOPA"
"F8",5,"B","HoP",0.0457,"L-DOPA"
"G1",5,"A_H2O2","MnP",0.0717,"L-DOPA"
"G2",5,"B_H2O2","MnP",0.045,"L-DOPA"
"G3",5,"A","MnP",0.0461,"L-DOPA"
"G4",5,"B","MnP",0.0447,"L-DOPA"
"G5",5,"A_H2O2","HoP",0.0459,"L-DOPA"
"G6",5,"B_H2O2","HoP",0.0456,"L-DOPA"
"G7",5,"A","HoP",0.0456,"L-DOPA"
"G8",5,"B","HoP",0.0458,"L-DOPA"
"H1",5,"A_H2O2","MnP",0.0738,"L-DOPA"
"H2",5,"B_H2O2","MnP",0.0452,"L-DOPA"
"H3",5,"A","MnP",0.0489,"L-DOPA"
"H4",5,"B","MnP",0.0464,"L-DOPA"
"H5",5,"A_H2O2","HoP",0.0467,"L-DOPA"
"H6",5,"B_H2O2","HoP",0.0456,"L-DOPA"
"H7",5,"A","HoP",0.047,"L-DOPA"
"H8",5,"B","HoP",0.0458,"L-DOPA"
"E1",5.5,"A_H2O2","MnP",0.0766,"L-DOPA"
"E2",5.5,"B_H2O2","MnP",0.0454,"L-DOPA"
"E3",5.5,"A","MnP",0.0463,"L-DOPA"
"E4",5.5,"B","MnP",0.0459,"L-DOPA"
"E5",5.5,"A_H2O2","HoP",0.0458,"L-DOPA"
"E6",5.5,"B_H2O2","HoP",0.046,"L-DOPA"
"E7",5.5,"A","HoP",0.045,"L-DOPA"
"E8",5.5,"B","HoP",0.0451,"L-DOPA"
"F1",5.5,"A_H2O2","MnP",0.074,"L-DOPA"
"F2",5.5,"B_H2O2","MnP",0.0468,"L-DOPA"
"F3",5.5,"A","MnP",0.047,"L-DOPA"
"F4",5.5,"B","MnP",0.0449,"L-DOPA"
"F5",5.5,"A_H2O2","HoP",0.046,"L-DOPA"
"F6",5.5,"B_H2O2","HoP",0.0454,"L-DOPA"
"F7",5.5,"A","HoP",0.0454,"L-DOPA"
"F8",5.5,"B","HoP",0.0458,"L-DOPA"
"G1",5.5,"A_H2O2","MnP",0.0728,"L-DOPA"
"G2",5.5,"B_H2O2","MnP",0.0449,"L-DOPA"
"G3",5.5,"A","MnP",0.046,"L-DOPA"
"G4",5.5,"B","MnP",0.0447,"L-DOPA"
"G5",5.5,"A_H2O2","HoP",0.0459,"L-DOPA"
"G6",5.5,"B_H2O2","HoP",0.0454,"L-DOPA"
"G7",5.5,"A","HoP",0.0456,"L-DOPA"
"G8",5.5,"B","HoP",0.0458,"L-DOPA"
"H1",5.5,"A_H2O2","MnP",0.0746,"L-DOPA"
"H2",5.5,"B_H2O2","MnP",0.0453,"L-DOPA"
"H3",5.5,"A","MnP",0.0487,"L-DOPA"
"H4",5.5,"B","MnP",0.0467,"L-DOPA"
"H5",5.5,"A_H2O2","HoP",0.047,"L-DOPA"
"H6",5.5,"B_H2O2","HoP",0.0457,"L-DOPA"
"H7",5.5,"A","HoP",0.0469,"L-DOPA"
"H8",5.5,"B","HoP",0.0457,"L-DOPA"
"E1",6,"A_H2O2","MnP",0.0778,"L-DOPA"
"E2",6,"B_H2O2","MnP",0.0454,"L-DOPA"
"E3",6,"A","MnP",0.0465,"L-DOPA"
"E4",6,"B","MnP",0.0461,"L-DOPA"
"E5",6,"A_H2O2","HoP",0.0459,"L-DOPA"
"E6",6,"B_H2O2","HoP",0.0461,"L-DOPA"
"E7",6,"A","HoP",0.0451,"L-DOPA"
"E8",6,"B","HoP",0.0451,"L-DOPA"
"F1",6,"A_H2O2","MnP",0.0757,"L-DOPA"
"F2",6,"B_H2O2","MnP",0.0463,"L-DOPA"
"F3",6,"A","MnP",0.0469,"L-DOPA"
"F4",6,"B","MnP",0.045,"L-DOPA"
"F5",6,"A_H2O2","HoP",0.0461,"L-DOPA"
"F6",6,"B_H2O2","HoP",0.0456,"L-DOPA"
"F7",6,"A","HoP",0.0454,"L-DOPA"
"F8",6,"B","HoP",0.046,"L-DOPA"
"G1",6,"A_H2O2","MnP",0.0741,"L-DOPA"
"G2",6,"B_H2O2","MnP",0.0451,"L-DOPA"
"G3",6,"A","MnP",0.0462,"L-DOPA"
"G4",6,"B","MnP",0.0447,"L-DOPA"
"G5",6,"A_H2O2","HoP",0.0459,"L-DOPA"
"G6",6,"B_H2O2","HoP",0.0454,"L-DOPA"
"G7",6,"A","HoP",0.0457,"L-DOPA"
"G8",6,"B","HoP",0.0458,"L-DOPA"
"H1",6,"A_H2O2","MnP",0.0755,"L-DOPA"
"H2",6,"B_H2O2","MnP",0.0454,"L-DOPA"
"H3",6,"A","MnP",0.0488,"L-DOPA"
"H4",6,"B","MnP",0.0465,"L-DOPA"
"H5",6,"A_H2O2","HoP",0.0469,"L-DOPA"
"H6",6,"B_H2O2","HoP",0.0457,"L-DOPA"
"H7",6,"A","HoP",0.0469,"L-DOPA"
"H8",6,"B","HoP",0.0459,"L-DOPA"
"E1",6.5,"A_H2O2","MnP",0.0788,"L-DOPA"
"E2",6.5,"B_H2O2","MnP",0.0453,"L-DOPA"
"E3",6.5,"A","MnP",0.0464,"L-DOPA"
"E4",6.5,"B","MnP",0.0462,"L-DOPA"
"E5",6.5,"A_H2O2","HoP",0.0461,"L-DOPA"
"E6",6.5,"B_H2O2","HoP",0.0462,"L-DOPA"
"E7",6.5,"A","HoP",0.0451,"L-DOPA"
"E8",6.5,"B","HoP",0.0451,"L-DOPA"
"F1",6.5,"A_H2O2","MnP",0.0769,"L-DOPA"
"F2",6.5,"B_H2O2","MnP",0.0458,"L-DOPA"
"F3",6.5,"A","MnP",0.0469,"L-DOPA"
"F4",6.5,"B","MnP",0.0451,"L-DOPA"
"F5",6.5,"A_H2O2","HoP",0.0462,"L-DOPA"
"F6",6.5,"B_H2O2","HoP",0.0455,"L-DOPA"
"F7",6.5,"A","HoP",0.0454,"L-DOPA"
"F8",6.5,"B","HoP",0.0458,"L-DOPA"
"G1",6.5,"A_H2O2","MnP",0.0755,"L-DOPA"
"G2",6.5,"B_H2O2","MnP",0.0452,"L-DOPA"
"G3",6.5,"A","MnP",0.0461,"L-DOPA"
"G4",6.5,"B","MnP",0.0448,"L-DOPA"
"G5",6.5,"A_H2O2","HoP",0.0461,"L-DOPA"
"G6",6.5,"B_H2O2","HoP",0.0455,"L-DOPA"
"G7",6.5,"A","HoP",0.0456,"L-DOPA"
"G8",6.5,"B","HoP",0.0457,"L-DOPA"
"H1",6.5,"A_H2O2","MnP",0.0774,"L-DOPA"
"H2",6.5,"B_H2O2","MnP",0.0454,"L-DOPA"
"H3",6.5,"A","MnP",0.0488,"L-DOPA"
"H4",6.5,"B","MnP",0.0466,"L-DOPA"
"H5",6.5,"A_H2O2","HoP",0.0469,"L-DOPA"
"H6",6.5,"B_H2O2","HoP",0.0456,"L-DOPA"
"H7",6.5,"A","HoP",0.0469,"L-DOPA"
"H8",6.5,"B","HoP",0.0459,"L-DOPA"
"E1",7,"A_H2O2","MnP",0.0801,"L-DOPA"
"E2",7,"B_H2O2","MnP",0.0453,"L-DOPA"
"E3",7,"A","MnP",0.0464,"L-DOPA"
"E4",7,"B","MnP",0.0461,"L-DOPA"
"E5",7,"A_H2O2","HoP",0.0463,"L-DOPA"
"E6",7,"B_H2O2","HoP",0.0463,"L-DOPA"
"E7",7,"A","HoP",0.0453,"L-DOPA"
"E8",7,"B","HoP",0.045,"L-DOPA"
"F1",7,"A_H2O2","MnP",0.0782,"L-DOPA"
"F2",7,"B_H2O2","MnP",0.0455,"L-DOPA"
"F3",7,"A","MnP",0.047,"L-DOPA"
"F4",7,"B","MnP",0.0449,"L-DOPA"
"F5",7,"A_H2O2","HoP",0.0461,"L-DOPA"
"F6",7,"B_H2O2","HoP",0.0456,"L-DOPA"
"F7",7,"A","HoP",0.0455,"L-DOPA"
"F8",7,"B","HoP",0.0458,"L-DOPA"
"G1",7,"A_H2O2","MnP",0.0768,"L-DOPA"
"G2",7,"B_H2O2","MnP",0.0452,"L-DOPA"
"G3",7,"A","MnP",0.0462,"L-DOPA"
"G4",7,"B","MnP",0.0448,"L-DOPA"
"G5",7,"A_H2O2","HoP",0.046,"L-DOPA"
"G6",7,"B_H2O2","HoP",0.0454,"L-DOPA"
"G7",7,"A","HoP",0.0456,"L-DOPA"
"G8",7,"B","HoP",0.0458,"L-DOPA"
"H1",7,"A_H2O2","MnP",0.0784,"L-DOPA"
"H2",7,"B_H2O2","MnP",0.0453,"L-DOPA"
"H3",7,"A","MnP",0.0488,"L-DOPA"
"H4",7,"B","MnP",0.0467,"L-DOPA"
"H5",7,"A_H2O2","HoP",0.047,"L-DOPA"
"H6",7,"B_H2O2","HoP",0.0457,"L-DOPA"
"H7",7,"A","HoP",0.0469,"L-DOPA"
"H8",7,"B","HoP",0.0458,"L-DOPA"
"E1",7.5,"A_H2O2","MnP",0.0816,"L-DOPA"
"E2",7.5,"B_H2O2","MnP",0.0454,"L-DOPA"
"E3",7.5,"A","MnP",0.0465,"L-DOPA"
"E4",7.5,"B","MnP",0.0463,"L-DOPA"
"E5",7.5,"A_H2O2","HoP",0.0461,"L-DOPA"
"E6",7.5,"B_H2O2","HoP",0.0463,"L-DOPA"
"E7",7.5,"A","HoP",0.0452,"L-DOPA"
"E8",7.5,"B","HoP",0.0453,"L-DOPA"
"F1",7.5,"A_H2O2","MnP",0.0799,"L-DOPA"
"F2",7.5,"B_H2O2","MnP",0.0457,"L-DOPA"
"F3",7.5,"A","MnP",0.047,"L-DOPA"
"F4",7.5,"B","MnP",0.0452,"L-DOPA"
"F5",7.5,"A_H2O2","HoP",0.0461,"L-DOPA"
"F6",7.5,"B_H2O2","HoP",0.0456,"L-DOPA"
"F7",7.5,"A","HoP",0.0455,"L-DOPA"
"F8",7.5,"B","HoP",0.0459,"L-DOPA"
"G1",7.5,"A_H2O2","MnP",0.0782,"L-DOPA"
"G2",7.5,"B_H2O2","MnP",0.0452,"L-DOPA"
"G3",7.5,"A","MnP",0.0462,"L-DOPA"
"G4",7.5,"B","MnP",0.046,"L-DOPA"
"G5",7.5,"A_H2O2","HoP",0.0462,"L-DOPA"
"G6",7.5,"B_H2O2","HoP",0.0454,"L-DOPA"
"G7",7.5,"A","HoP",0.0457,"L-DOPA"
"G8",7.5,"B","HoP",0.0458,"L-DOPA"
"H1",7.5,"A_H2O2","MnP",0.08,"L-DOPA"
"H2",7.5,"B_H2O2","MnP",0.0454,"L-DOPA"
"H3",7.5,"A","MnP",0.049,"L-DOPA"
"H4",7.5,"B","MnP",0.0474,"L-DOPA"
"H5",7.5,"A_H2O2","HoP",0.0471,"L-DOPA"
"H6",7.5,"B_H2O2","HoP",0.0457,"L-DOPA"
"H7",7.5,"A","HoP",0.047,"L-DOPA"
"H8",7.5,"B","HoP",0.0459,"L-DOPA"
"E1",8,"A_H2O2","MnP",0.0836,"L-DOPA"
"E2",8,"B_H2O2","MnP",0.0456,"L-DOPA"
"E3",8,"A","MnP",0.0467,"L-DOPA"
"E4",8,"B","MnP",0.0462,"L-DOPA"
"E5",8,"A_H2O2","HoP",0.0461,"L-DOPA"
"E6",8,"B_H2O2","HoP",0.0464,"L-DOPA"
"E7",8,"A","HoP",0.0451,"L-DOPA"
"E8",8,"B","HoP",0.0452,"L-DOPA"
"F1",8,"A_H2O2","MnP",0.0818,"L-DOPA"
"F2",8,"B_H2O2","MnP",0.046,"L-DOPA"
"F3",8,"A","MnP",0.047,"L-DOPA"
"F4",8,"B","MnP",0.0452,"L-DOPA"
"F5",8,"A_H2O2","HoP",0.0462,"L-DOPA"
"F6",8,"B_H2O2","HoP",0.0455,"L-DOPA"
"F7",8,"A","HoP",0.0456,"L-DOPA"
"F8",8,"B","HoP",0.0458,"L-DOPA"
"G1",8,"A_H2O2","MnP",0.0795,"L-DOPA"
"G2",8,"B_H2O2","MnP",0.0451,"L-DOPA"
"G3",8,"A","MnP",0.0462,"L-DOPA"
"G4",8,"B","MnP",0.0455,"L-DOPA"
"G5",8,"A_H2O2","HoP",0.046,"L-DOPA"
"G6",8,"B_H2O2","HoP",0.0455,"L-DOPA"
"G7",8,"A","HoP",0.0457,"L-DOPA"
"G8",8,"B","HoP",0.0458,"L-DOPA"
"H1",8,"A_H2O2","MnP",0.0822,"L-DOPA"
"H2",8,"B_H2O2","MnP",0.0455,"L-DOPA"
"H3",8,"A","MnP",0.049,"L-DOPA"
