"well_ID","time_min","MnP_conc","H2O2_conc","absorbance"
"C6",11,"0.005",5,0.7379
"C7",11,"0.005",5,0.7744
"C8",11,"0.005",5,0.7499
"D1",11,"0.008",2.5,1.7327
"D2",11,"0.008",2.5,1.86
"D3",11,"0.008",2.5,1.7965
"D4",11,"0.008",2.5,1.8789
"D5",11,"0.005",2.5,1.4273
"D6",11,"0.005",2.5,1.7145
"D7",11,"0.005",2.5,1.4458
"D8",11,"0.005",2.5,1.6727
"E1",11,"0.008",1.25,1.3329
"E2",11,"0.008",1.25,1.376
"E3",11,"0.008",1.25,1.3505
"E4",11,"0.008",1.25,1.3542
"E5",11,"0.005",1.25,1.3567
"E6",11,"0.005",1.25,1.3512
"E7",11,"0.005",1.25,1.3761
"E8",11,"0.005",1.25,1.3907
"F2",11,"0.008",0.75,0.8216
"F3",11,"0.008",0.75,0.8452
"F4",11,"0.008",0.75,0.8118
"F5",11,"0.005",0.75,0.854
"F6",11,"0.005",0.75,0.8613
"F7",11,"0.005",0.75,0.8317
"F8",11,"0.005",0.75,0.861
"G1",11,"0.008",0.375,0.4912
"G2",11,"0.008",0.375,0.4867
"G3",11,"0.008",0.375,0.4917
"G4",11,"0.008",0.375,0.4706
"G5",11,"0.005",0.375,0.4753
"G6",11,"0.005",0.375,0.4833
"G7",11,"0.005",0.375,0.479
"G8",11,"0.005",0.375,0.4879
"H1",11,"0.008",0,0.0795
"H2",11,"0.008",0,0.0803
"H3",11,"0.008",0,0.0782
"H4",11,"0.008",0,0.08
"H5",11,"0.005",0,0.0809
"H6",11,"0.005",0,0.0818
"H7",11,"0.005",0,0.081
"H8",11,"0.005",0,0.0827
"A1",11.5,"0.008",50,0.1866
"A2",11.5,"0.008",50,0.2102
"A3",11.5,"0.008",50,0.2194
"A4",11.5,"0.008",50,0.2129
"A5",11.5,"0.005",50,0.2052
"A6",11.5,"0.005",50,0.1683
"A7",11.5,"0.005",50,0.183
"A8",11.5,"0.005",50,0.2013
"B1",11.5,"0.008",10,0.489
"B2",11.5,"0.008",10,0.6635
"B3",11.5,"0.008",10,0.6746
"B4",11.5,"0.008",10,0.6946
"B5",11.5,"0.005",10,0.4428
"B6",11.5,"0.005",10,0.4342
"B7",11.5,"0.005",10,0.4813
"B8",11.5,"0.005",10,0.5572
"C1",11.5,"0.008",5,1.2334
"C2",11.5,"0.008",5,1.543
"C3",11.5,"0.008",5,1.3607
"C4",11.5,"0.008",5,1.6191
"C5",11.5,"0.005",5,0.7565
"C6",11.5,"0.005",5,0.7479
"C7",11.5,"0.005",5,0.785
"C8",11.5,"0.005",5,0.7587
"D1",11.5,"0.008",2.5,1.7409
"D2",11.5,"0.008",2.5,1.8592
"D3",11.5,"0.008",2.5,1.8061
"D4",11.5,"0.008",2.5,1.8784
"D5",11.5,"0.005",2.5,1.4585
"D6",11.5,"0.005",2.5,1.7458
"D7",11.5,"0.005",2.5,1.4792
"D8",11.5,"0.005",2.5,1.6968
"E1",11.5,"0.008",1.25,1.3333
"E2",11.5,"0.008",1.25,1.3775
"E3",11.5,"0.008",1.25,1.3515
"E4",11.5,"0.008",1.25,1.3546
"E5",11.5,"0.005",1.25,1.3639
"E6",11.5,"0.005",1.25,1.3583
"E7",11.5,"0.005",1.25,1.3799
"E8",11.5,"0.005",1.25,1.3918
"F2",11.5,"0.008",0.75,0.8209
"F3",11.5,"0.008",0.75,0.8451
"F4",11.5,"0.008",0.75,0.8135
"F5",11.5,"0.005",0.75,0.8563
"F6",11.5,"0.005",0.75,0.8623
"F7",11.5,"0.005",0.75,0.8326
"F8",11.5,"0.005",0.75,0.8631
"G1",11.5,"0.008",0.375,0.4915
"G2",11.5,"0.008",0.375,0.4869
"G3",11.5,"0.008",0.375,0.4922
"G4",11.5,"0.008",0.375,0.4712
"G5",11.5,"0.005",0.375,0.4773
"G6",11.5,"0.005",0.375,0.4835
"G7",11.5,"0.005",0.375,0.4808
"G8",11.5,"0.005",0.375,0.4885
"H1",11.5,"0.008",0,0.08
"H2",11.5,"0.008",0,0.0804
"H3",11.5,"0.008",0,0.079
"H4",11.5,"0.008",0,0.0802
"H5",11.5,"0.005",0,0.081
"H6",11.5,"0.005",0,0.0814
"H7",11.5,"0.005",0,0.0806
"H8",11.5,"0.005",0,0.0829
"A1",12,"0.008",50,0.1862
"A2",12,"0.008",50,0.2105
"A3",12,"0.008",50,0.2195
"A4",12,"0.008",50,0.2134
"A5",12,"0.005",50,0.2057
"A6",12,"0.005",50,0.1681
"A7",12,"0.005",50,0.1864
"A8",12,"0.005",50,0.2013
"B1",12,"0.008",10,0.4941
"B2",12,"0.008",10,0.6691
"B3",12,"0.008",10,0.6813
"B4",12,"0.008",10,0.6999
"B5",12,"0.005",10,0.4475
"B6",12,"0.005",10,0.4362
"B7",12,"0.005",10,0.4842
"B8",12,"0.005",10,0.5596
"C1",12,"0.008",5,1.2416
"C2",12,"0.008",5,1.5666
"C3",12,"0.008",5,1.3833
"C4",12,"0.008",5,1.6393
"C5",12,"0.005",5,0.7662
"C6",12,"0.005",5,0.7583
"C7",12,"0.005",5,0.7947
"C8",12,"0.005",5,0.7704
"D1",12,"0.008",2.5,1.748
"D2",12,"0.008",2.5,1.8584
"D3",12,"0.008",2.5,1.8135
"D4",12,"0.008",2.5,1.8782
"D5",12,"0.005",2.5,1.4936
"D6",12,"0.005",2.5,1.7723
"D7",12,"0.005",2.5,1.5158
"D8",12,"0.005",2.5,1.7198
"E1",12,"0.008",1.25,1.333
"E2",12,"0.008",1.25,1.3769
"E3",12,"0.008",1.25,1.3503
"E4",12,"0.008",1.25,1.355
"E5",12,"0.005",1.25,1.3741
"E6",12,"0.005",1.25,1.362
"E7",12,"0.005",1.25,1.3834
"E8",12,"0.005",1.25,1.3947
"F2",12,"0.008",0.75,0.8205
"F3",12,"0.008",0.75,0.8459
"F4",12,"0.008",0.75,0.814
"F5",12,"0.005",0.75,0.8581
"F6",12,"0.005",0.75,0.8632
"F7",12,"0.005",0.75,0.8326
"F8",12,"0.005",0.75,0.8642
"G1",12,"0.008",0.375,0.4915
"G2",12,"0.008",0.375,0.4866
"G3",12,"0.008",0.375,0.4929
"G4",12,"0.008",0.375,0.4717
"G5",12,"0.005",0.375,0.48
"G6",12,"0.005",0.375,0.4848
"G7",12,"0.005",0.375,0.4817
"G8",12,"0.005",0.375,0.4892
"H1",12,"0.008",0,0.0803
"H2",12,"0.008",0,0.0807
"H3",12,"0.008",0,0.0787
"H4",12,"0.008",0,0.0801
"H5",12,"0.005",0,0.0813
"H6",12,"0.005",0,0.0814
"H7",12,"0.005",0,0.0811
"H8",12,"0.005",0,0.0831
"A1",12.5,"0.008",50,0.1867
"A2",12.5,"0.008",50,0.2111
"A3",12.5,"0.008",50,0.2205
"A4",12.5,"0.008",50,0.2138
"A5",12.5,"0.005",50,0.206
"A6",12.5,"0.005",50,0.1676
"A7",12.5,"0.005",50,0.1837
"A8",12.5,"0.005",50,0.2021
"B1",12.5,"0.008",10,0.4998
"B2",12.5,"0.008",10,0.6742
"B3",12.5,"0.008",10,0.6886
"B4",12.5,"0.008",10,0.7054
"B5",12.5,"0.005",10,0.4502
"B6",12.5,"0.005",10,0.4397
"B7",12.5,"0.005",10,0.4869
"B8",12.5,"0.005",10,0.5625
"C1",12.5,"0.008",5,1.2501
"C2",12.5,"0.008",5,1.5914
"C3",12.5,"0.008",5,1.4064
"C4",12.5,"0.008",5,1.6533
"C5",12.5,"0.005",5,0.7743
"C6",12.5,"0.005",5,0.769
"C7",12.5,"0.005",5,0.802
"C8",12.5,"0.005",5,0.7792
"D1",12.5,"0.008",2.5,1.7567
"D2",12.5,"0.008",2.5,1.8587
"D3",12.5,"0.008",2.5,1.8205
"D4",12.5,"0.008",2.5,1.8764
"D5",12.5,"0.005",2.5,1.5236
"D6",12.5,"0.005",2.5,1.7975
"D7",12.5,"0.005",2.5,1.5482
"D8",12.5,"0.005",2.5,1.7363
"E1",12.5,"0.008",1.25,1.3321
"E2",12.5,"0.008",1.25,1.3755
"E3",12.5,"0.008",1.25,1.352
"E4",12.5,"0.008",1.25,1.3566
"E5",12.5,"0.005",1.25,1.3846
"E6",12.5,"0.005",1.25,1.3665
"E7",12.5,"0.005",1.25,1.3875
"E8",12.5,"0.005",1.25,1.3971
"F2",12.5,"0.008",0.75,0.821
"F3",12.5,"0.008",0.75,0.8466
"F4",12.5,"0.008",0.75,0.8165
"F5",12.5,"0.005",0.75,0.8595
"F6",12.5,"0.005",0.75,0.8641
"F7",12.5,"0.005",0.75,0.8336
"F8",12.5,"0.005",0.75,0.866
"G1",12.5,"0.008",0.375,0.4913
"G2",12.5,"0.008",0.375,0.4869
"G3",12.5,"0.008",0.375,0.4938
"G4",12.5,"0.008",0.375,0.4726
"G5",12.5,"0.005",0.375,0.483
"G6",12.5,"0.005",0.375,0.4858
"G7",12.5,"0.005",0.375,0.4837
"G8",12.5,"0.005",0.375,0.4893
"H1",12.5,"0.008",0,0.0801
"H2",12.5,"0.008",0,0.0808
"H3",12.5,"0.008",0,0.0789
"H4",12.5,"0.008",0,0.0804
"H5",12.5,"0.005",0,0.0819
"H6",12.5,"0.005",0,0.082
"H7",12.5,"0.005",0,0.082
"H8",12.5,"0.005",0,0.0832
"A1",13,"0.008",50,0.1867
"A2",13,"0.008",50,0.2111
"A3",13,"0.008",50,0.221
"A4",13,"0.008",50,0.2137
"A5",13,"0.005",50,0.2073
"A6",13,"0.005",50,0.1672
"A7",13,"0.005",50,0.184
"A8",13,"0.005",50,0.2022
"B1",13,"0.008",10,0.5045
"B2",13,"0.008",10,0.7736
"B3",13,"0.008",10,0.6958
"B4",13,"0.008",10,0.7103
"B5",13,"0.005",10,0.4539
"B6",13,"0.005",10,0.4428
"B7",13,"0.005",10,0.4901
"B8",13,"0.005",10,0.5655
"C1",13,"0.008",5,1.2597
"C2",13,"0.008",5,1.6161
"C3",13,"0.008",5,1.4284
"C4",13,"0.008",5,1.6684
"C5",13,"0.005",5,0.7834
"C6",13,"0.005",5,0.777
"C7",13,"0.005",5,0.8109
"C8",13,"0.005",5,0.7895
"D1",13,"0.008",2.5,1.7657
"D2",13,"0.008",2.5,1.858
"D3",13,"0.008",2.5,1.8252
"D4",13,"0.008",2.5,1.8764
"D5",13,"0.005",2.5,1.5725
"D6",13,"0.005",2.5,1.8209
"D7",13,"0.005",2.5,1.5778
"D8",13,"0.005",2.5,1.7502
"E1",13,"0.008",1.25,1.3319
"E2",13,"0.008",1.25,1.3754
"E3",13,"0.008",1.25,1.3504
"E4",13,"0.008",1.25,1.3569
"E5",13,"0.005",1.25,1.3917
"E6",13,"0.005",1.25,1.3701
"E7",13,"0.005",1.25,1.3911
"E8",13,"0.005",1.25,1.3971
"F2",13,"0.008",0.75,0.8199
"F3",13,"0.008",0.75,0.8466
"F4",13,"0.008",0.75,0.8171
"F5",13,"0.005",0.75,0.8607
"F6",13,"0.005",0.75,0.8653
"F7",13,"0.005",0.75,0.834
"F8",13,"0.005",0.75,0.8672
"G1",13,"0.008",0.375,0.4911
"G2",13,"0.008",0.375,0.4868
"G3",13,"0.008",0.375,0.4932
"G4",13,"0.008",0.375,0.4731
"G5",13,"0.005",0.375,0.4846
"G6",13,"0.005",0.375,0.4866
"G7",13,"0.005",0.375,0.4848
"G8",13,"0.005",0.375,0.4898
"H1",13,"0.008",0,0.0804
"H2",13,"0.008",0,0.0808
"H3",13,"0.008",0,0.0795
"H4",13,"0.008",0,0.0804
"H5",13,"0.005",0,0.0819
"H6",13,"0.005",0,0.082
"H7",13,"0.005",0,0.0815
"H8",13,"0.005",0,0.0831
"A1",13.5,"0.008",50,0.1877
"A2",13.5,"0.008",50,0.2117
"A3",13.5,"0.008",50,0.221
"A4",13.5,"0.008",50,0.2142
"A5",13.5,"0.005",50,0.2074
"A6",13.5,"0.005",50,0.1676
"A7",13.5,"0.005",50,0.1851
"A8",13.5,"0.005",50,0.2025
"B1",13.5,"0.008",10,0.5298
"B2",13.5,"0.008",10,0.6845
"B3",13.5,"0.008",10,0.7004
"B4",13.5,"0.008",10,0.7142
"B5",13.5,"0.005",10,0.4564
"B6",13.5,"0.005",10,0.4443
"B7",13.5,"0.005",10,0.4939
"B8",13.5,"0.005",10,0.5672
"C1",13.5,"0.008",5,1.266
"C2",13.5,"0.008",5,1.6361
"C3",13.5,"0.008",5,1.4514
"C4",13.5,"0.008",5,1.681
"C5",13.5,"0.005",5,0.7921
"C6",13.5,"0.005",5,0.7858
"C7",13.5,"0.005",5,0.8206
"C8",13.5,"0.005",5,0.8006
"D1",13.5,"0.008",2.5,1.7742
"D2",13.5,"0.008",2.5,1.8574
"D3",13.5,"0.008",2.5,1.8302
"D4",13.5,"0.008",2.5,1.8746
"D5",13.5,"0.005",2.5,1.5879
"D6",13.5,"0.005",2.5,1.8418
"D7",13.5,"0.005",2.5,1.6082
"D8",13.5,"0.005",2.5,1.7626
"E1",13.5,"0.008",1.25,1.3315
"E2",13.5,"0.008",1.25,1.3744
"E3",13.5,"0.008",1.25,1.3491
"E4",13.5,"0.008",1.25,1.3574
"E5",13.5,"0.005",1.25,1.3984
"E6",13.5,"0.005",1.25,1.3743
"E7",13.5,"0.005",1.25,1.3945
"E8",13.5,"0.005",1.25,1.3982
"F2",13.5,"0.008",0.75,0.8191
"F3",13.5,"0.008",0.75,0.8473
"F4",13.5,"0.008",0.75,0.8179
"F5",13.5,"0.005",0.75,0.862
"F6",13.5,"0.005",0.75,0.8658
"F7",13.5,"0.005",0.75,0.8342
"F8",13.5,"0.005",0.75,0.8674
"G1",13.5,"0.008",0.375,0.4907
"G2",13.5,"0.008",0.375,0.4865
"G3",13.5,"0.008",0.375,0.4936
"G4",13.5,"0.008",0.375,0.4737
"G5",13.5,"0.005",0.375,0.486
"G6",13.5,"0.005",0.375,0.4872
"G7",13.5,"0.005",0.375,0.4859
"G8",13.5,"0.005",0.375,0.4901
"H1",13.5,"0.008",0,0.0809
"H2",13.5,"0.008",0,0.081
"H3",13.5,"0.008",0,0.0792
"H4",13.5,"0.008",0,0.0812
"H5",13.5,"0.005",0,0.0822
"H6",13.5,"0.005",0,0.0823
"H7",13.5,"0.005",0,0.0811
"H8",13.5,"0.005",0,0.0829
"A1",14,"0.008",50,0.1876
"A2",14,"0.008",50,0.2123
"A3",14,"0.008",50,0.2216
"A4",14,"0.008",50,0.2143
"A5",14,"0.005",50,0.2079
"A6",14,"0.005",50,0.167
"A7",14,"0.005",50,0.1839
"A8",14,"0.005",50,0.2032
"B1",14,"0.008",10,0.5136
"B2",14,"0.008",10,0.6893
"B3",14,"0.008",10,0.7081
"B4",14,"0.008",10,0.7196
"B5",14,"0.005",10,0.4586
"B6",14,"0.005",10,0.4467
"B7",14,"0.005",10,0.4955
"B8",14,"0.005",10,0.5708
"C1",14,"0.008",5,1.2765
"C2",14,"0.008",5,1.6598
"C3",14,"0.008",5,1.4673
"C4",14,"0.008",5,1.697
"C5",14,"0.005",5,0.8
"C6",14,"0.005",5,0.7924
"C7",14,"0.005",5,0.8283
"C8",14,"0.005",5,0.8113
"D1",14,"0.008",2.5,1.7853
"D2",14,"0.008",2.5,1.859
"D3",14,"0.008",2.5,1.8345
"D4",14,"0.008",2.5,1.8726
"D5",14,"0.005",2.5,1.6127
"D6",14,"0.005",2.5,1.8581
"D7",14,"0.005",2.5,1.6326
"D8",14,"0.005",2.5,1.772
"E1",14,"0.008",1.25,1.3314
"E2",14,"0.008",1.25,1.3731
"E3",14,"0.008",1.25,1.3489
"E4",14,"0.008",1.25,1.3588
"E5",14,"0.005",1.25,1.4042
"E6",14,"0.005",1.25,1.3773
"E7",14,"0.005",1.25,1.3976
"E8",14,"0.005",1.25,1.4
"F2",14,"0.008",0.75,0.8198
"F3",14,"0.008",0.75,0.8469
"F4",14,"0.008",0.75,0.8193
"F5",14,"0.005",0.75,0.8629
"F6",14,"0.005",0.75,0.8659
"F7",14,"0.005",0.75,0.834
"F8",14,"0.005",0.75,0.8672
"G1",14,"0.008",0.375,0.4909
"G2",14,"0.008",0.375,0.4868
"G3",14,"0.008",0.375,0.4932
"G4",14,"0.008",0.375,0.4747
"G5",14,"0.005",0.375,0.488
"G6",14,"0.005",0.375,0.4878
"G7",14,"0.005",0.375,0.4874
"G8",14,"0.005",0.375,0.4902
"H1",14,"0.008",0,0.0809
"H2",14,"0.008",0,0.0821
"H3",14,"0.008",0,0.0796
"H4",14,"0.008",0,0.0807
"H5",14,"0.005",0,0.0821
"H6",14,"0.005",0,0.0822
"H7",14,"0.005",0,0.0819
"H8",14,"0.005",0,0.0832
"A1",14.5,"0.008",50,0.1882
"A2",14.5,"0.008",50,0.2123
"A3",14.5,"0.008",50,0.2215
"A4",14.5,"0.008",50,0.2143
"A5",14.5,"0.005",50,0.2085
"A6",14.5,"0.005",50,0.1669
"A7",14.5,"0.005",50,0.1842
"A8",14.5,"0.005",50,0.2035
"B1",14.5,"0.008",10,0.5181
"B2",14.5,"0.008",10,0.6946
"B3",14.5,"0.008",10,0.7145
"B4",14.5,"0.008",10,0.722
"B5",14.5,"0.005",10,0.4607
"B6",14.5,"0.005",10,0.4493
"B7",14.5,"0.005",10,0.4982
"B8",14.5,"0.005",10,0.5713
"C1",14.5,"0.008",5,1.2822
"C2",14.5,"0.008",5,1.6828
"C3",14.5,"0.008",5,1.4861
"C4",14.5,"0.008",5,1.7091
"C5",14.5,"0.005",5,0.8076
"C6",14.5,"0.005",5,0.801
"C7",14.5,"0.005",5,0.8368
"C8",14.5,"0.005",5,0.823
"D1",14.5,"0.008",2.5,1.7913
"D2",14.5,"0.008",2.5,1.8594
"D3",14.5,"0.008",2.5,1.8369
"D4",14.5,"0.008",2.5,1.8723
"D5",14.5,"0.005",2.5,1.641
"D6",14.5,"0.005",2.5,1.872
"D7",14.5,"0.005",2.5,1.6539
"D8",14.5,"0.005",2.5,1.7805
"E1",14.5,"0.008",1.25,1.331
"E2",14.5,"0.008",1.25,1.3734
"E3",14.5,"0.008",1.25,1.3475
"E4",14.5,"0.008",1.25,1.3589
"E5",14.5,"0.005",1.25,1.4102
"E6",14.5,"0.005",1.25,1.3797
"E7",14.5,"0.005",1.25,1.4008
"E8",14.5,"0.005",1.25,1.3998
"F2",14.5,"0.008",0.75,0.8188
"F3",14.5,"0.008",0.75,0.847
"F4",14.5,"0.008",0.75,0.8197
"F5",14.5,"0.005",0.75,0.8634
"F6",14.5,"0.005",0.75,0.8671
"F7",14.5,"0.005",0.75,0.8346
"F8",14.5,"0.005",0.75,0.8676
"G1",14.5,"0.008",0.375,0.491
"G2",14.5,"0.008",0.375,0.4863
"G3",14.5,"0.008",0.375,0.4933
"G4",14.5,"0.008",0.375,0.4753
"G5",14.5,"0.005",0.375,0.4883
"G6",14.5,"0.005",0.375,0.4894
"G7",14.5,"0.005",0.375,0.4879
"G8",14.5,"0.005",0.375,0.4903
"H1",14.5,"0.008",0,0.0813
"H2",14.5,"0.008",0,0.0815
"H3",14.5,"0.008",0,0.0794
"H4",14.5,"0.008",0,0.0813
"H5",14.5,"0.005",0,0.0822
"H6",14.5,"0.005",0,0.0826
"H7",14.5,"0.005",0,0.0821
"H8",14.5,"0.005",0,0.0837
"A1",15,"0.008",50,0.1884
"A2",15,"0.008",50,0.2125
"A3",15,"0.008",50,0.2219
"A4",15,"0.008",50,0.215
"A5",15,"0.005",50,0.2088
"A6",15,"0.005",50,0.1671
"A7",15,"0.005",50,0.1844
"A8",15,"0.005",50,0.2038
"B1",15,"0.008",10,0.5226
"B2",15,"0.008",10,0.7006
"B3",15,"0.008",10,0.7185
"B4",15,"0.008",10,0.7255
"B5",15,"0.005",10,0.4628
"B6",15,"0.005",10,0.451
"B7",15,"0.005",10,0.5009
"B8",15,"0.005",10,0.5741
"C1",15,"0.008",5,1.2869
"C2",15,"0.008",5,1.7044
"C3",15,"0.008",5,1.4997
"C4",15,"0.008",5,1.7205
"C5",15,"0.005",5,0.8148
"C6",15,"0.005",5,0.8085
"C7",15,"0.005",5,0.8439
"C8",15,"0.005",5,0.8332
"D1",15,"0.008",2.5,1.7968
"D2",15,"0.008",2.5,1.8602
"D3",15,"0.008",2.5,1.8405
"D4",15,"0.008",2.5,1.8706
"D5",15,"0.005",2.5,1.6675
"D6",15,"0.005",2.5,1.8827
"D7",15,"0.005",2.5,1.6752
"D8",15,"0.005",2.5,1.7893
"E1",15,"0.008",1.25,1.3306
"E2",15,"0.008",1.25,1.3717
"E3",15,"0.008",1.25,1.3463
"E4",15,"0.008",1.25,1.3582
"E5",15,"0.005",1.25,1.4151
"E6",15,"0.005",1.25,1.3821
"E7",15,"0.005",1.25,1.4031
"E8",15,"0.005",1.25,1.4001
"F2",15,"0.008",0.75,0.819
"F3",15,"0.008",0.75,0.8464
"F4",15,"0.008",0.75,0.8203
"F5",15,"0.005",0.75,0.8643
"F6",15,"0.005",0.75,0.8671
"F7",15,"0.005",0.75,0.8343
"F8",15,"0.005",0.75,0.8679
"G1",15,"0.008",0.375,0.491
"G2",15,"0.008",0.375,0.4862
