"well_ID","time_min","MnP_conc","H2O2_conc","absorbance"
"A6",26.5,"0.005",50,0.1675
"A7",26.5,"0.005",50,0.186
"A8",26.5,"0.005",50,0.2109
"B1",26.5,"0.008",10,0.6912
"B2",26.5,"0.008",10,0.7287
"B3",26.5,"0.008",10,0.7506
"B4",26.5,"0.008",10,0.7955
"B5",26.5,"0.005",10,0.5044
"B6",26.5,"0.005",10,0.4752
"B7",26.5,"0.005",10,0.5312
"B8",26.5,"0.005",10,0.5998
"C1",26.5,"0.008",5,1.4119
"C2",26.5,"0.008",5,1.8087
"C3",26.5,"0.008",5,1.6791
"C4",26.5,"0.008",5,1.8073
"C5",26.5,"0.005",5,0.9415
"C6",26.5,"0.005",5,0.9315
"C7",26.5,"0.005",5,0.953
"C8",26.5,"0.005",5,0.9109
"D1",26.5,"0.008",2.5,1.7875
"D2",26.5,"0.008",2.5,1.8496
"D3",26.5,"0.008",2.5,1.851
"D4",26.5,"0.008",2.5,1.8549
"D5",26.5,"0.005",2.5,1.8856
"D6",26.5,"0.005",2.5,1.8791
"D7",26.5,"0.005",2.5,1.8456
"D8",26.5,"0.005",2.5,1.8338
"E1",26.5,"0.008",1.25,1.3231
"E2",26.5,"0.008",1.25,1.3591
"E3",26.5,"0.008",1.25,1.3368
"E4",26.5,"0.008",1.25,1.349
"E5",26.5,"0.005",1.25,1.436
"E6",26.5,"0.005",1.25,1.4036
"E7",26.5,"0.005",1.25,1.4154
"E8",26.5,"0.005",1.25,1.3982
"F2",26.5,"0.008",0.75,0.8139
"F3",26.5,"0.008",0.75,0.8421
"F4",26.5,"0.008",0.75,0.816
"F5",26.5,"0.005",0.75,0.8664
"F6",26.5,"0.005",0.75,0.8677
"F7",26.5,"0.005",0.75,0.8379
"F8",26.5,"0.005",0.75,0.8657
"G1",26.5,"0.008",0.375,0.4905
"G2",26.5,"0.008",0.375,0.4854
"G3",26.5,"0.008",0.375,0.492
"G4",26.5,"0.008",0.375,0.4744
"G5",26.5,"0.005",0.375,0.4913
"G6",26.5,"0.005",0.375,0.496
"G7",26.5,"0.005",0.375,0.4872
"G8",26.5,"0.005",0.375,0.4933
"H1",26.5,"0.008",0,0.0853
"H2",26.5,"0.008",0,0.086
"H3",26.5,"0.008",0,0.084
"H4",26.5,"0.008",0,0.0854
"H5",26.5,"0.005",0,0.0863
"H6",26.5,"0.005",0,0.0866
"H7",26.5,"0.005",0,0.0857
"H8",26.5,"0.005",0,0.0879
"A1",27,"0.008",50,0.1911
"A2",27,"0.008",50,0.222
"A3",27,"0.008",50,0.2339
"A4",27,"0.008",50,0.2197
"A5",27,"0.005",50,0.2043
"A6",27,"0.005",50,0.1677
"A7",27,"0.005",50,0.1861
"A8",27,"0.005",50,0.2104
"B1",27,"0.008",10,0.7053
"B2",27,"0.008",10,0.7293
"B3",27,"0.008",10,0.7512
"B4",27,"0.008",10,0.7962
"B5",27,"0.005",10,0.505
"B6",27,"0.005",10,0.4755
"B7",27,"0.005",10,0.5317
"B8",27,"0.005",10,0.5999
"C1",27,"0.008",5,1.4157
"C2",27,"0.008",5,1.8089
"C3",27,"0.008",5,1.6841
"C4",27,"0.008",5,1.8077
"C5",27,"0.005",5,0.9445
"C6",27,"0.005",5,0.9358
"C7",27,"0.005",5,0.9565
"C8",27,"0.005",5,0.9138
"D1",27,"0.008",2.5,1.7841
"D2",27,"0.008",2.5,1.8495
"D3",27,"0.008",2.5,1.8518
"D4",27,"0.008",2.5,1.8552
"D5",27,"0.005",2.5,1.8871
"D6",27,"0.005",2.5,1.8779
"D7",27,"0.005",2.5,1.8491
"D8",27,"0.005",2.5,1.8347
"E1",27,"0.008",1.25,1.3229
"E2",27,"0.008",1.25,1.3596
"E3",27,"0.008",1.25,1.3366
"E4",27,"0.008",1.25,1.3491
"E5",27,"0.005",1.25,1.4352
"E6",27,"0.005",1.25,1.4033
"E7",27,"0.005",1.25,1.4145
"E8",27,"0.005",1.25,1.3977
"F2",27,"0.008",0.75,0.814
"F3",27,"0.008",0.75,0.8422
"F4",27,"0.008",0.75,0.8155
"F5",27,"0.005",0.75,0.8663
"F6",27,"0.005",0.75,0.8673
"F7",27,"0.005",0.75,0.8376
"F8",27,"0.005",0.75,0.8661
"G1",27,"0.008",0.375,0.4902
"G2",27,"0.008",0.375,0.4855
"G3",27,"0.008",0.375,0.4922
"G4",27,"0.008",0.375,0.4747
"G5",27,"0.005",0.375,0.4911
"G6",27,"0.005",0.375,0.496
"G7",27,"0.005",0.375,0.4867
"G8",27,"0.005",0.375,0.4934
"H1",27,"0.008",0,0.0854
"H2",27,"0.008",0,0.0861
"H3",27,"0.008",0,0.0839
"H4",27,"0.008",0,0.0858
"H5",27,"0.005",0,0.0865
"H6",27,"0.005",0,0.0864
"H7",27,"0.005",0,0.0858
"H8",27,"0.005",0,0.0877
"A1",27.5,"0.008",50,0.1911
"A2",27.5,"0.008",50,0.222
"A3",27.5,"0.008",50,0.2335
"A4",27.5,"0.008",50,0.2191
"A5",27.5,"0.005",50,0.204
"A6",27.5,"0.005",50,0.1677
"A7",27.5,"0.005",50,0.1863
"A8",27.5,"0.005",50,0.2101
"B1",27.5,"0.008",10,0.6901
"B2",27.5,"0.008",10,0.729
"B3",27.5,"0.008",10,0.7528
"B4",27.5,"0.008",10,0.7961
"B5",27.5,"0.005",10,0.5044
"B6",27.5,"0.005",10,0.4765
"B7",27.5,"0.005",10,0.5317
"B8",27.5,"0.005",10,0.601
"C1",27.5,"0.008",5,1.4203
"C2",27.5,"0.008",5,1.8095
"C3",27.5,"0.008",5,1.6875
"C4",27.5,"0.008",5,1.8073
"C5",27.5,"0.005",5,0.9479
"C6",27.5,"0.005",5,0.9375
"C7",27.5,"0.005",5,0.9592
"C8",27.5,"0.005",5,0.9164
"D1",27.5,"0.008",2.5,1.7845
"D2",27.5,"0.008",2.5,1.8495
"D3",27.5,"0.008",2.5,1.8514
"D4",27.5,"0.008",2.5,1.8565
"D5",27.5,"0.005",2.5,1.8925
"D6",27.5,"0.005",2.5,1.8775
"D7",27.5,"0.005",2.5,1.8526
"D8",27.5,"0.005",2.5,1.8341
"E1",27.5,"0.008",1.25,1.3215
"E2",27.5,"0.008",1.25,1.3586
"E3",27.5,"0.008",1.25,1.3357
"E4",27.5,"0.008",1.25,1.3485
"E5",27.5,"0.005",1.25,1.4348
"E6",27.5,"0.005",1.25,1.4037
"E7",27.5,"0.005",1.25,1.4138
"E8",27.5,"0.005",1.25,1.3975
"F2",27.5,"0.008",0.75,0.8141
"F3",27.5,"0.008",0.75,0.8421
"F4",27.5,"0.008",0.75,0.8155
"F5",27.5,"0.005",0.75,0.866
"F6",27.5,"0.005",0.75,0.867
"F7",27.5,"0.005",0.75,0.8389
"F8",27.5,"0.005",0.75,0.8668
"G1",27.5,"0.008",0.375,0.4902
"G2",27.5,"0.008",0.375,0.4863
"G3",27.5,"0.008",0.375,0.492
"G4",27.5,"0.008",0.375,0.4743
"G5",27.5,"0.005",0.375,0.4912
"G6",27.5,"0.005",0.375,0.4958
"G7",27.5,"0.005",0.375,0.4869
"G8",27.5,"0.005",0.375,0.4936
"H1",27.5,"0.008",0,0.0853
"H2",27.5,"0.008",0,0.0864
"H3",27.5,"0.008",0,0.0843
"H4",27.5,"0.008",0,0.0857
"H5",27.5,"0.005",0,0.0865
"H6",27.5,"0.005",0,0.0869
"H7",27.5,"0.005",0,0.0864
"H8",27.5,"0.005",0,0.0879
"A1",28,"0.008",50,0.1914
"A2",28,"0.008",50,0.2218
"A3",28,"0.008",50,0.233
"A4",28,"0.008",50,0.2191
"A5",28,"0.005",50,0.2038
"A6",28,"0.005",50,0.168
"A7",28,"0.005",50,0.1858
"A8",28,"0.005",50,0.2096
"B1",28,"0.008",10,0.5831
"B2",28,"0.008",10,0.7318
"B3",28,"0.008",10,0.7529
"B4",28,"0.008",10,0.7969
"B5",28,"0.005",10,0.5044
"B6",28,"0.005",10,0.4763
"B7",28,"0.005",10,0.5327
"B8",28,"0.005",10,0.6008
"C1",28,"0.008",5,1.4229
"C2",28,"0.008",5,1.8096
"C3",28,"0.008",5,1.6923
"C4",28,"0.008",5,1.8068
"C5",28,"0.005",5,0.9498
"C6",28,"0.005",5,0.9402
"C7",28,"0.005",5,0.9623
"C8",28,"0.005",5,0.9177
"D1",28,"0.008",2.5,1.784
"D2",28,"0.008",2.5,1.8493
"D3",28,"0.008",2.5,1.8505
"D4",28,"0.008",2.5,1.8547
"D5",28,"0.005",2.5,1.894
"D6",28,"0.005",2.5,1.8738
"D7",28,"0.005",2.5,1.853
"D8",28,"0.005",2.5,1.8336
"E1",28,"0.008",1.25,1.3219
"E2",28,"0.008",1.25,1.3585
"E3",28,"0.008",1.25,1.3356
"E4",28,"0.008",1.25,1.3481
"E5",28,"0.005",1.25,1.4348
"E6",28,"0.005",1.25,1.4031
"E7",28,"0.005",1.25,1.4144
"E8",28,"0.005",1.25,1.3966
"F2",28,"0.008",0.75,0.8133
"F3",28,"0.008",0.75,0.8418
"F4",28,"0.008",0.75,0.815
"F5",28,"0.005",0.75,0.8662
"F6",28,"0.005",0.75,0.8672
"F7",28,"0.005",0.75,0.838
"F8",28,"0.005",0.75,0.866
"G1",28,"0.008",0.375,0.4906
"G2",28,"0.008",0.375,0.4853
"G3",28,"0.008",0.375,0.4924
"G4",28,"0.008",0.375,0.4742
"G5",28,"0.005",0.375,0.4908
"G6",28,"0.005",0.375,0.4957
"G7",28,"0.005",0.375,0.4861
"G8",28,"0.005",0.375,0.4933
"H1",28,"0.008",0,0.0859
"H2",28,"0.008",0,0.0862
"H3",28,"0.008",0,0.0847
"H4",28,"0.008",0,0.0858
"H5",28,"0.005",0,0.0869
"H6",28,"0.005",0,0.0865
"H7",28,"0.005",0,0.0861
"H8",28,"0.005",0,0.0881
"A1",28.5,"0.008",50,0.1911
"A2",28.5,"0.008",50,0.2214
"A3",28.5,"0.008",50,0.2327
"A4",28.5,"0.008",50,0.2182
"A5",28.5,"0.005",50,0.204
"A6",28.5,"0.005",50,0.1678
"A7",28.5,"0.005",50,0.1858
"A8",28.5,"0.005",50,0.2088
"B1",28.5,"0.008",10,0.5853
"B2",28.5,"0.008",10,0.7592
"B3",28.5,"0.008",10,0.7538
"B4",28.5,"0.008",10,0.7979
"B5",28.5,"0.005",10,0.5045
"B6",28.5,"0.005",10,0.4771
"B7",28.5,"0.005",10,0.532
"B8",28.5,"0.005",10,0.6006
"C1",28.5,"0.008",5,1.4266
"C2",28.5,"0.008",5,1.8085
"C3",28.5,"0.008",5,1.6958
"C4",28.5,"0.008",5,1.807
"C5",28.5,"0.005",5,0.9524
"C6",28.5,"0.005",5,0.9417
"C7",28.5,"0.005",5,0.9645
"C8",28.5,"0.005",5,0.9199
"D1",28.5,"0.008",2.5,1.7834
"D2",28.5,"0.008",2.5,1.848
"D3",28.5,"0.008",2.5,1.8502
"D4",28.5,"0.008",2.5,1.8529
"D5",28.5,"0.005",2.5,1.8941
"D6",28.5,"0.005",2.5,1.8709
"D7",28.5,"0.005",2.5,1.8543
"D8",28.5,"0.005",2.5,1.8333
"E1",28.5,"0.008",1.25,1.322
"E2",28.5,"0.008",1.25,1.3584
"E3",28.5,"0.008",1.25,1.335
"E4",28.5,"0.008",1.25,1.3486
"E5",28.5,"0.005",1.25,1.4357
"E6",28.5,"0.005",1.25,1.4032
"E7",28.5,"0.005",1.25,1.4146
"E8",28.5,"0.005",1.25,1.3975
"F2",28.5,"0.008",0.75,0.8137
"F3",28.5,"0.008",0.75,0.8421
"F4",28.5,"0.008",0.75,0.8155
"F5",28.5,"0.005",0.75,0.866
"F6",28.5,"0.005",0.75,0.8667
"F7",28.5,"0.005",0.75,0.8377
"F8",28.5,"0.005",0.75,0.8656
"G1",28.5,"0.008",0.375,0.4907
"G2",28.5,"0.008",0.375,0.4857
"G3",28.5,"0.008",0.375,0.492
"G4",28.5,"0.008",0.375,0.4743
"G5",28.5,"0.005",0.375,0.4914
"G6",28.5,"0.005",0.375,0.4956
"G7",28.5,"0.005",0.375,0.4864
"G8",28.5,"0.005",0.375,0.4939
"H1",28.5,"0.008",0,0.0861
"H2",28.5,"0.008",0,0.0867
"H3",28.5,"0.008",0,0.0848
"H4",28.5,"0.008",0,0.0857
"H5",28.5,"0.005",0,0.0873
"H6",28.5,"0.005",0,0.0871
"H7",28.5,"0.005",0,0.086
"H8",28.5,"0.005",0,0.088
"A1",29,"0.008",50,0.1912
"A2",29,"0.008",50,0.2216
"A3",29,"0.008",50,0.2325
"A4",29,"0.008",50,0.2178
"A5",29,"0.005",50,0.2044
"A6",29,"0.005",50,0.1682
"A7",29,"0.005",50,0.188
"A8",29,"0.005",50,0.2085
"B1",29,"0.008",10,0.5979
"B2",29,"0.008",10,0.7291
"B3",29,"0.008",10,0.754
"B4",29,"0.008",10,0.7989
"B5",29,"0.005",10,0.5045
"B6",29,"0.005",10,0.4775
"B7",29,"0.005",10,0.5323
"B8",29,"0.005",10,0.6026
"C1",29,"0.008",5,1.43
"C2",29,"0.008",5,1.8091
"C3",29,"0.008",5,1.7001
"C4",29,"0.008",5,1.8076
"C5",29,"0.005",5,0.9566
"C6",29,"0.005",5,0.9437
"C7",29,"0.005",5,0.9669
"C8",29,"0.005",5,0.9219
"D1",29,"0.008",2.5,1.7834
"D2",29,"0.008",2.5,1.8478
"D3",29,"0.008",2.5,1.8497
"D4",29,"0.008",2.5,1.8541
"D5",29,"0.005",2.5,1.896
"D6",29,"0.005",2.5,1.871
"D7",29,"0.005",2.5,1.8559
"D8",29,"0.005",2.5,1.8341
"E1",29,"0.008",1.25,1.3214
"E2",29,"0.008",1.25,1.3585
"E3",29,"0.008",1.25,1.3355
"E4",29,"0.008",1.25,1.3485
"E5",29,"0.005",1.25,1.4351
"E6",29,"0.005",1.25,1.4022
"E7",29,"0.005",1.25,1.4141
"E8",29,"0.005",1.25,1.3975
"F2",29,"0.008",0.75,0.8133
"F3",29,"0.008",0.75,0.8414
"F4",29,"0.008",0.75,0.8154
"F5",29,"0.005",0.75,0.8657
"F6",29,"0.005",0.75,0.8667
"F7",29,"0.005",0.75,0.8377
"F8",29,"0.005",0.75,0.8655
"G1",29,"0.008",0.375,0.4899
"G2",29,"0.008",0.375,0.4852
"G3",29,"0.008",0.375,0.4923
"G4",29,"0.008",0.375,0.4745
"G5",29,"0.005",0.375,0.4916
"G6",29,"0.005",0.375,0.4955
"G7",29,"0.005",0.375,0.4864
"G8",29,"0.005",0.375,0.4934
"H1",29,"0.008",0,0.0861
"H2",29,"0.008",0,0.0868
"H3",29,"0.008",0,0.0847
"H4",29,"0.008",0,0.0861
"H5",29,"0.005",0,0.0871
"H6",29,"0.005",0,0.087
"H7",29,"0.005",0,0.0867
"H8",29,"0.005",0,0.0881
"A1",29.5,"0.008",50,0.1915
"A2",29.5,"0.008",50,0.2213
"A3",29.5,"0.008",50,0.2323
"A4",29.5,"0.008",50,0.2179
"A5",29.5,"0.005",50,0.2039
"A6",29.5,"0.005",50,0.1685
"A7",29.5,"0.005",50,0.1859
"A8",29.5,"0.005",50,0.2082
"B1",29.5,"0.008",10,0.5878
"B2",29.5,"0.008",10,0.7368
"B3",29.5,"0.008",10,0.7543
"B4",29.5,"0.008",10,0.7984
"B5",29.5,"0.005",10,0.5046
"B6",29.5,"0.005",10,0.4777
"B7",29.5,"0.005",10,0.5321
"B8",29.5,"0.005",10,0.6021
"C1",29.5,"0.008",5,1.4331
"C2",29.5,"0.008",5,1.8094
"C3",29.5,"0.008",5,1.7036
"C4",29.5,"0.008",5,1.8075
"C5",29.5,"0.005",5,0.959
"C6",29.5,"0.005",5,0.9459
"C7",29.5,"0.005",5,0.9695
"C8",29.5,"0.005",5,0.9242
"D1",29.5,"0.008",2.5,1.7832
"D2",29.5,"0.008",2.5,1.848
"D3",29.5,"0.008",2.5,1.8491
"D4",29.5,"0.008",2.5,1.8532
"D5",29.5,"0.005",2.5,1.8974
"D6",29.5,"0.005",2.5,1.871
"D7",29.5,"0.005",2.5,1.8571
"D8",29.5,"0.005",2.5,1.833
"E1",29.5,"0.008",1.25,1.3219
"E2",29.5,"0.008",1.25,1.3575
"E3",29.5,"0.008",1.25,1.3344
"E4",29.5,"0.008",1.25,1.3479
"E5",29.5,"0.005",1.25,1.4349
"E6",29.5,"0.005",1.25,1.4024
"E7",29.5,"0.005",1.25,1.4145
"E8",29.5,"0.005",1.25,1.397
"F2",29.5,"0.008",0.75,0.8127
"F3",29.5,"0.008",0.75,0.8418
"F4",29.5,"0.008",0.75,0.8154
"F5",29.5,"0.005",0.75,0.866
"F6",29.5,"0.005",0.75,0.8662
"F7",29.5,"0.005",0.75,0.8379
"F8",29.5,"0.005",0.75,0.8657
"G1",29.5,"0.008",0.375,0.49
"G2",29.5,"0.008",0.375,0.4853
"G3",29.5,"0.008",0.375,0.4923
"G4",29.5,"0.008",0.375,0.4744
"G5",29.5,"0.005",0.375,0.4913
"G6",29.5,"0.005",0.375,0.4953
"G7",29.5,"0.005",0.375,0.4864
"G8",29.5,"0.005",0.375,0.4932
"H1",29.5,"0.008",0,0.086
"H2",29.5,"0.008",0,0.0867
"H3",29.5,"0.008",0,0.0852
"H4",29.5,"0.008",0,0.0863
"H5",29.5,"0.005",0,0.0874
"H6",29.5,"0.005",0,0.0876
"H7",29.5,"0.005",0,0.0867
"H8",29.5,"0.005",0,0.0881
